uhhidfs,uhhidp,x1,x2,x3_1,x4_1,x5_1,x5_1other,x6_1,x7_1,x3_2,x4_2,x5_2,x5_2other,x6_2,x7_2,x3_3,x4_3,x5_3,x5_3other,x6_3,x7_3,x3_4,x4_4,x5_4,x5_4other,x6_4,x7_4,x3_5,x4_5,x5_5,x5_5other,x6_5,x7_5,x3_6,x4_6,x5_6,x5_6other,x6_6,x7_6,x3_7,x4_7,x5_7,x5_7other,x6_7,x7_7,x8,x9,x10,x11,x11other,x12,x13a,x13b,x15
2881,3000280,0,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,699600,63600,1,NA,Wfp,2017,NA,NA,NA,NA,NA,NA,5000,5000,3,NA,Cbm,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3816,3000836,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,240000,1,NA,UNHCR,2017,NA,NA,NA,NA,NA,NA,3000,3000,3,NA,CBM,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3974,3001301,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2602,1001804,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1416666.6666666667,366666.6666666667,3,NA,0,NA,NA,NA
3324,1001167,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,786000,65500,1,NA,UNHCR,2017,NA,NA,NA,NA,NA,NA,5000,0,3,NA,Mercycorps,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
4009,3002187,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
4004,3002440,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1339,3002659,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1688,1001170,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2460000,205000,1,NA,Afort,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1974,3001704,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100000,100000,2,NA,Naro,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20166.666666666668,4166.666666666667,3,NA,0,NA,NA,NA
1692,1000740,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3192000,287000,1,NA,Afort,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1546,3002508,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2567,3002580,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
4028,3002773,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2916,3000490,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736800,61400,1,NA,World Food Program,2017,NA,NA,NA,NA,NA,NA,20000,0,3,NA,Lutheran World Federation,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3968,1000604,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2100000,175000,1,NA,AFFORD,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32666.666666666668,0,1,NA,0,NA,NA,NA
29,3000592,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307200,25600,1,NA,Wfp,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3928,3001723,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,0,3,NA,LWF,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3766,1000278,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1289400,107450,1,NA,World Food Programme,2017,NA,NA,NA,NA,NA,NA,40000,0,3,NA,Lutheran World Federation,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2854,3002776,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,0,1,NA,FAO,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1369,3002574,1,5 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554400,46000,1,NA,Wfp,2017,NA,NA,NA,NA,NA,NA,3000,1000,1,NA,Cbm,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3819,3000834,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240000,20000,1,NA,UNHCR,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2530,3000486,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1289000,107450,1,NA,World Food Programme,2017,NA,NA,NA,NA,NA,NA,20000,0,3,NA,Lutheran World Federation,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2554,3002442,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2575,3002288,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,0,3,NA,World vision,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3330,1000125,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921000,76750,1,NA,World Food Programme,2017,NA,NA,NA,NA,NA,NA,50000,0,3,NA,CERFORD,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2528,3000478,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552000,46000,1,NA,World Food programme,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3799,1000248,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350000,131500,1,NA,Wfp,2017,NA,NA,NA,NA,NA,NA,3000,3000,3,NA,Ceford,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,900000,83333.33333333333,2,NA,0,NA,NA,NA
2923,3000593,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026200,168850,1,NA,World Food Program,2017,NA,NA,NA,NA,NA,NA,40000,0,3,NA,Lutheran World Federation,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1357,3002657,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1552,3000291,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000,30000,1,NA,WFP,2017,NA,NA,NA,NA,NA,NA,80000,0,3,NA,CBM,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1955,1000641,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1592000,132700,3,NA,AFFORD,2019,NA,NA,NA,NA,NA,NA,20000,0,3,NA,NURI,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2566,3002598,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,0,1,NA,FAO,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
4025,3001298,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1320000,110000,1,NA,UNHCR,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3767,1000277,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921000,76750,1,NA,World Food Programme,2017,NA,NA,NA,NA,NA,NA,40000,0,3,NA,Lutheran World Federation,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1952,1000742,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2448000,204000,3,NA,AFFORD,2019,NA,NA,NA,NA,NA,NA,15000,0,3,NA,LWF,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1900000,16666.666666666668,3,NA,0,NA,NA,NA
3357,1001218,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1224000,102400,1,NA,WFP,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3312,1001430,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1728000,144000,3,NA,AFFORD,2019,NA,NA,NA,NA,NA,NA,1500,0,1,NA,FAO,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3997,1001504,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
4019,3001286,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588600,49050,1,NA,world food program (WFP).,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3960,3002778,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,0,1,NA,FAO,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3954,1000732,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492000,41000,1,NA,AFFORD,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32666.666666666668,0,1,NA,0,NA,NA,NA
13,1000603,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1360000,170000,1,NA,AFFORD,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1361,1000216,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588600,49050,1,NA,wfg,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1958,1000612,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1865000,155400,3,NA,AFFORD,2019,NA,NA,NA,NA,NA,NA,10000,0,3,NA,LWF,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3342,1001185,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2208000,272000,1,NA,World vision,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3323,1001177,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552000,46000,1,NA,UNHCR,2017,NA,NA,NA,NA,NA,NA,20000,0,3,NA,LWF,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3976,3000487,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921600,76800,1,NA,Wfp,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1696,3000875,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,984000,82000,1,NA,World vision,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1338,3002656,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
4029,1002575,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3959,3002775,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,0,1,NA,LWF,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3965,1001940,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,60000,6666.666666666667,1,NA,0,NA,NA,NA
2862,1001187,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1355,1001072,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086000,271500,3,NA,WFP,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1341,1000215,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1536000,128000,1,NA,UNHCR,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1379,1000737,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,722700,65700,1,NA,Wfp,2017,NA,NA,NA,NA,NA,NA,9000,3000,3,NA,Lwf,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,501500,3249322,1,NA,1,12000,1700,1
2573,3002829,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3962,3002450,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75000,0,1,NA,Caritas,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2921,3000501,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1842000,153500,1,NA,World Food Programme,2017,NA,NA,NA,NA,NA,NA,30000,0,3,NA,AAH,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1557,1000802,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1680000,40000,1,NA,WFP,2017,NA,NA,NA,NA,NA,NA,12000,0,3,NA,NURI,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
4005,3002188,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1344,3002630,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,0,3,NA,World Vision,2019,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1347,3002629,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,0,3,NA,LWF,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2578,1002550,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2595,1000994,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640000,32000,3,NA,Wfp,2017,NA,NA,NA,NA,NA,NA,4000,4000,3,NA,Lwf,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11333.333333333334,3000,1,NA,1,25000,4000,1
2577,1002223,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3999,1002063,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3745,3001303,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440000,0,4,UF,WFP,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
4056,3001213,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3920000,1172000,1,NA,AFFORD,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
27,3000594,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460800,38400,1,NA,Wfp,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2603,1002061,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,77000,16666.666666666668,3,NA,0,NA,NA,NA
1957,1000815,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1408000,281600,3,NA,AFFORD,2019,NA,NA,NA,NA,NA,NA,80000,0,3,NA,NURI,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2517,3001211,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200000,100000,1,NA,World Food Programme,2017,NA,NA,NA,NA,NA,NA,40000,0,3,NA,Lutheran World Federation,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3931,1000262,1,5 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1152000,96000,3,NA,LWF,2019,NA,NA,NA,NA,NA,NA,15000,0,3,NA,"CERFORT,FAO,LWF",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1030666.6666666666,0,4,NA,0,NA,NA,NA
19,3000857,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1075200,89600,1,NA,"Afod, wfp",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3941,3000509,1,3 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734400,61200,3,NA,AFFORD,2019,NA,NA,NA,NA,NA,NA,15000,0,3,NA,FAO,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
4017,3001061,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920000,160000,1,NA,World food program,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3820,3000835,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240000,20000,1,NA,UNHCR,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3319,3001700,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
4036,3002850,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3356,3000293,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1382400,115200,1,NA,AFOD,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
