uhhidfs,uhhidp,a2,a3,a4,a5b,hh_type,a13,a16,a16other
3384,3002803,Lamwo,Lamwo,1,NA,0,2,7,NA
3385,3002802,Lamwo,Lamwo,1,NA,0,1,7,NA
2747,3001526,Lamwo,Lamwo,1,NA,0,2,7,NA
4086,1002682,Lamwo,Lamwo,1,NA,0,2,5,NA
2298,3000873,Lamwo,Lamwo,1,NA,0,2,7,NA
4083,3001674,Lamwo,Lamwo,1,NA,0,1,7,NA
3222,3002794,Lamwo,Lamwo,1,NA,0,2,7,NA
3009,3001034,Lamwo,Lamwo,1,NA,0,1,7,NA
3625,1002790,Lamwo,Lamwo,1,NA,0,2,7,NA
1225,1001052,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
1486,3001248,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
1223,3000813,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
665,3000538,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
2763,3001262,Lamwo,Lamwo,1,NA,0,2,5,NA
2744,3001069,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
264,3000136,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
2767,1002760,Lamwo,Lamwo,1,NA,0,1,7,NA
3025,3001666,Lamwo,Lamwo,1,NA,0,2,7,NA
3382,1002816,Lamwo,Lamwo,1,NA,0,2,7,NA
1867,3000869,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3600,1002236,Lamwo,Lamwo,1,NA,0,1,7,NA
3218,3002163,Lamwo,Lamwo,1,NA,0,1,7,NA
1872,3000583,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
2642,1002203,Lamwo,Lamwo,1,NA,0,2,6,None
3014,3000553,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
243,3000140,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
1222,3000804,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
2112,3000128,Lamwo,Lamwo,0,Palabeck_settlement,1,2,6,None
1511,1001009,Lamwo,Lamwo,0,Palabeck_settlement,1,1,5,NA
4075,3000534,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
1912,3002039,Lamwo,Lamwo,1,NA,0,1,7,NA
3377,3000556,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3722,1002873,Lamwo,Lamwo,1,NA,0,1,7,NA
1488,3000247,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3592,3002166,Lamwo,Lamwo,1,NA,0,2,7,NA
143,3000271,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
663,3000550,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
659,3000137,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3026,3001665,Lamwo,Lamwo,1,NA,0,2,7,NA
2301,1002781,Lamwo,Lamwo,1,NA,0,2,7,NA
3380,3000798,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
3607,3001844,Lamwo,Lamwo,1,NA,0,2,7,NA
3738,1002778,Lamwo,Lamwo,1,NA,0,1,7,NA
1911,3000119,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3027,3001664,Lamwo,Lamwo,1,NA,0,2,7,NA
4081,1002772,Lamwo,Lamwo,1,NA,0,1,7,NA
1888,1002072,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
1411,1002624,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3734,3001630,Lamwo,Lamwo,1,NA,0,2,7,NA
2104,1001854,Lamwo,Lamwo,0,Palabeck_settlement,1,2,6,Small scale business
662,3000540,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
656,3000133,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
1886,1000945,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
4082,1002771,Lamwo,Lamwo,1,NA,0,2,7,NA
1778,3000805,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
3741,3002035,Lamwo,Lamwo,1,NA,0,1,7,NA
2296,3000872,Lamwo,Lamwo,1,NA,0,2,7,NA
1913,3002038,Lamwo,Lamwo,1,NA,0,2,7,NA
3390,3002032,Lamwo,Lamwo,1,NA,0,1,5,NA
1894,3001640,Lamwo,Lamwo,1,NA,0,2,7,NA
2636,1001861,Lamwo,Lamwo,1,NA,0,2,7,NA
161,3000245,Lamwo,Lamwo,0,Palabeck_settlement,1,2,6,rely on food ratios.
1863,3001661,Lamwo,Lamwo,1,NA,0,1,7,NA
1881,1000936,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
142,3000269,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
1780,3000120,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3035,1002881,Lamwo,Lamwo,1,NA,0,1,7,NA
1226,1001038,Lamwo,Lamwo,0,Palabeck_settlement,1,2,6,Home Brewing
2638,1000190,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3597,3002011,Lamwo,Lamwo,1,NA,0,2,7,NA
1876,1001001,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
415,1000914,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3730,3002037,Lamwo,Lamwo,1,NA,0,2,7,NA
3210,3001675,Lamwo,Lamwo,1,NA,0,2,7,NA
1865,3001669,Lamwo,Lamwo,1,NA,0,1,7,NA
3375,3000535,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
1854,1001961,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
3029,1002217,Lamwo,Lamwo,1,NA,0,1,7,NA
286,1000219,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
1509,3000591,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
1874,3001670,Lamwo,Lamwo,1,NA,0,2,7,NA
3033,1002814,Lamwo,Lamwo,1,NA,0,2,7,NA
3594,3002168,Lamwo,Lamwo,1,NA,0,2,7,NA
3211,3002026,Lamwo,Lamwo,1,NA,0,2,7,NA
3122,3000525,Lamwo,Lamwo,0,Palabeck_settlement,1,1,6,School pupil
1224,1001010,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
4089,3001676,Lamwo,Lamwo,1,NA,0,2,5,NA
4084,3001629,Lamwo,Lamwo,1,NA,0,2,5,NA
2295,3000527,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
3622,1002766,Lamwo,Lamwo,1,NA,0,2,7,NA
3013,3000555,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
2106,1000997,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3603,1002235,Lamwo,Lamwo,1,NA,0,2,7,NA
3598,3002010,Lamwo,Lamwo,1,NA,0,2,7,NA
1856,3000818,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
1910,1002836,Lamwo,Lamwo,1,NA,0,2,7,NA
245,3000138,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
1853,3000817,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
2743,3000864,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
2103,1000998,Lamwo,Lamwo,0,Palabeck_settlement,1,2,6,Animal production
3024,3000559,Lamwo,Lamwo,0,Palabeck_settlement,1,2,5,NA
689,1000942,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
2749,1002783,Lamwo,Lamwo,1,NA,0,2,7,NA
1857,3000522,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
2751,1002829,Lamwo,Lamwo,1,NA,0,2,7,NA
3718,1002793,Lamwo,Lamwo,1,NA,0,1,7,NA
3214,3001257,Lamwo,Lamwo,1,NA,0,1,7,NA
2753,1002213,Lamwo,Lamwo,1,NA,0,1,7,NA
89,1000162,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
248,3000264,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
675,1001066,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3387,3002798,Lamwo,Lamwo,1,NA,0,2,7,NA
1880,1000935,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
2764,3001255,Lamwo,Lamwo,1,NA,0,2,5,NA
3606,3001678,Lamwo,Lamwo,1,NA,0,2,7,NA
3221,3002162,Lamwo,Lamwo,1,NA,0,2,7,NA
1868,3001672,Lamwo,Lamwo,1,NA,0,1,7,NA
664,3000536,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
3034,1002815,Lamwo,Lamwo,1,NA,0,2,7,NA
2633,1000221,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
680,1001068,Lamwo,Lamwo,0,Palabeck_settlement,1,2,2,NA
3729,3001677,Lamwo,Lamwo,1,NA,0,2,7,NA
690,1000943,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
257,3000261,Lamwo,Lawmo,0,Palabeck_settlement,1,2,6,None
3124,1002877,Lamwo,Lamwo,1,NA,0,1,7,NA
3216,3002007,Lamwo,Lamwo,1,NA,0,2,7,NA
3006,1002762,Lamwo,Lamwo,1,NA,0,2,7,NA
2114,3000117,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
2110,3000244,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
1227,1001053,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
1875,3000582,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3217,3002008,Lamwo,Lamwo,1,NA,0,2,7,NA
1904,1001962,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3002,1002644,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3127,1002859,Lamwo,Lamwo,1,NA,0,2,7,NA
416,1000913,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
679,1000244,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
4088,1002817,Lamwo,Lamwo,1,NA,0,2,6,Local brewing
242,1000218,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
1777,3000808,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
1873,1000985,Lamwo,Lawmo,0,Palabeck_settlement,1,2,7,NA
4087,3001533,Lamwo,Lamwo,1,NA,0,1,7,NA
2107,3000242,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
687,1000160,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
1893,3000235,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3610,3001525,Lamwo,Lamwo,1,NA,0,2,7,NA
3388,3002800,Lamwo,Lamwo,1,NA,0,2,7,NA
3733,3001632,Lamwo,Lamwo,1,NA,0,1,7,NA
252,3000147,Lamwo,Lamwo,0,Palabeck_settlement,1,2,2,NA
2745,3001523,Lamwo,Lamwo,1,NA,0,2,6,Tailor
4076,1002770,Lamwo,Lamwo,1,NA,0,1,7,NA
244,3000139,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
686,1001069,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
284,1000164,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3011,3000548,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
1484,3000824,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3740,1002794,Lamwo,Lamwo,1,NA,0,1,7,NA
2105,1000999,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
1900,3001667,Lamwo,Lamwo,1,NA,0,2,7,NA
3123,1002878,Lamwo,Lamwo,1,NA,0,1,7,NA
4090,1002685,Lamwo,Lamwo,1,NA,0,2,7,NA
1860,3000815,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3204,3000116,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3208,3002028,Lamwo,Lamwo,1,NA,0,1,7,NA
1889,1001852,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3215,3001254,Lamwo,Lamwo,1,NA,0,2,7,NA
1882,1001043,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3219,3002164,Lamwo,Lamwo,1,NA,0,2,7,NA
2102,3000239,Lamwo,NA,0,Palabeck_settlement,1,2,7,NA
2758,1002885,Lamwo,Lamwo,1,NA,0,1,7,NA
2643,1002205,Lamwo,Lamwo,1,NA,0,1,7,NA
671,1001015,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
3389,3002795,Lamwo,Lamwo,1,NA,0,2,7,NA
3726,1002641,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
3212,3001436,Lamwo,Lamwo,1,NA,0,2,7,NA
3015,3000125,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
3012,3000552,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
3596,3002167,Lamwo,Lamwo,1,NA,0,1,7,NA
3206,3002027,Lamwo,Lamwo,1,NA,0,1,7,NA
2761,3001635,Lamwo,Lamwo,1,NA,0,1,7,NA
3611,3001260,Lamwo,Lamwo,1,NA,0,1,7,NA
3624,1002787,Lamwo,Lamwo,1,NA,0,2,7,NA
1914,3002034,Lamwo,Lamwo,1,NA,0,2,7,NA
2109,3000238,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
3593,3002012,Lamwo,Lamwo,1,NA,0,2,7,NA
1877,1000924,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3378,3000528,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
2639,1002784,Lamwo,Lamwo,1,NA,0,2,7,NA
255,1000920,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
1228,1000929,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
413,1000934,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
2754,1002214,Lamwo,Lamwo,1,NA,0,2,7,NA
3010,1000191,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
2769,3001029,Lamwo,Lamwo,1,NA,0,2,7,NA
1871,3001671,Lamwo,Lamwo,1,NA,0,2,7,NA
3000,1002646,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3737,1002813,Lamwo,Lamwo,1,NA,0,1,7,NA
246,3000142,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
1861,3000862,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
2630,3001636,Lamwo,Lamwo,1,NA,0,2,7,NA
2641,1002201,Lamwo,Lamwo,1,NA,0,2,7,NA
2637,1002628,Lamwo,Lamwo,1,NA,0,1,7,NA
3373,3000530,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
2752,1002212,Lamwo,Lamwo,1,NA,0,1,7,NA
3723,1002872,Lamwo,Lamwo,1,NA,0,2,7,NA
3376,3000557,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3203,1001057,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
2297,3000871,Lamwo,Lamwo,1,NA,0,2,7,NA
2760,1002884,Lamwo,Lamwo,1,NA,0,2,7,NA
2746,3001524,Lamwo,Lamwo,1,NA,0,2,7,NA
1864,3000868,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
657,3000135,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3213,3001440,Lamwo,Lamwo,1,NA,0,2,5,NA
2765,3001259,Lamwo,Lamwo,1,NA,0,2,5,NA
2300,1002758,Lamwo,Lamwo,1,NA,0,1,7,NA
3721,1002797,Lamwo,Lamwo,1,NA,0,1,6,None
681,1001071,Lamwo,Lamwo,0,Palabeck_settlement,1,2,2,NA
3016,1002763,Lamwo,Lamwo,1,NA,0,1,7,NA
3007,3002156,Lamwo,Lamwo,1,NA,0,2,7,NA
674,1001012,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3725,3000123,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3732,3001631,Lamwo,Lamwo,1,NA,0,1,7,NA
3001,1002627,Lamwo,Lamwo,0,Palabeck_settlement,1,2,7,NA
3728,3000803,Lamwo,Lamwo,0,Palabeck_settlement,1,1,7,NA
3318,3002024,Moyo,Obongi,1,NA,0,2,7,NA
1518,1002254,Moyo,Obongi,1,NA,0,2,2,NA
1541,1000624,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
2587,3000060,Moyo,Obongi,1,NA,0,2,7,NA
2599,1001917,Moyo,Obongi,1,NA,0,2,7,NA
1359,3002784,Moyo,Obongi,1,NA,0,1,4,NA
1533,1000793,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
2571,3002831,Moyo,Obongi,1,NA,0,2,7,NA
2563,3002579,Moyo,Obongi,1,NA,0,2,7,NA
2564,3002600,Moyo,Obongi,1,NA,0,1,7,NA
1381,1000638,Moyo,NA,0,Palorinya_settlement,1,2,7,NA
3982,3001206,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
1560,1000812,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
3798,1000247,Moyo,Obongi,0,Palorinya_settlement,1,1,7,NA
2582,1002244,Moyo,Obongi,1,NA,0,2,7,NA
3796,3001698,Moyo,NA,0,Palorinya_settlement,1,1,7,NA
3992,1001734,Moyo,Obongi,1,NA,0,1,7,NA
1346,1002529,Moyo,Obongi,1,NA,0,2,7,NA
2527,1002498,Moyo,Obongi,1,NA,0,2,7,NA
4008,3002439,Moyo,Obongi,1,NA,0,2,1,NA
1966,3001395,Moyo,Obongi,0,Palorinya_settlement,1,1,7,NA
2855,3002449,Moyo,Obongi,1,NA,0,2,7,NA
3753,1002056,Moyo,Obongi,1,NA,0,2,7,NA
1979,3001687,Moyo,Obongi,1,NA,0,2,4,NA
2861,1001208,Moyo,Obongi,0,Palorinya_settlement,1,1,6,Kitchen gardening
2565,3002572,Moyo,Obongi,1,NA,0,1,7,NA
1566,3000841,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
3346,3001308,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
2917,3000503,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
3785,1000272,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
3327,1001169,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
4002,3001302,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
3956,3000844,Moyo,Moyo,0,Palorinya_settlement,1,1,7,NA
3964,1001939,Moyo,Obongi,1,NA,0,2,7,NA
1368,1001221,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
1534,1000864,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
2856,3001699,Moyo,Obongi,1,NA,0,2,7,NA
3325,1001168,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
1335,3002651,Moyo,Obongi,0,Palorinya_settlement,1,1,6,Casual labour
4055,1001828,Moyo,Obongi,1,NA,0,1,7,NA
2549,1000632,Moyo,Obongi,0,Palorinya_settlement,1,1,5,NA
3805,1001840,Moyo,Obongi,1,NA,0,1,7,NA
3748,1002246,Moyo,Obongi,1,NA,0,1,7,NA
3343,3000289,Moyo,Obongi,0,Palorinya_settlement,1,1,7,NA
1970,3002183,Moyo,Obongi,1,NA,0,2,7,NA
1956,1000608,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
2580,1002222,Moyo,Obongi,1,NA,0,2,7,NA
2569,3002832,Moyo,Obongi,1,NA,0,2,7,NA
3308,3002840,Moyo,Obongi,1,NA,0,1,7,NA
1990,1002507,Moyo,Obongi,1,NA,0,2,7,NA
4052,3000514,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
3958,3000874,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
1549,3002505,Moyo,Obongi,1,NA,0,2,7,NA
1554,3000290,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
2542,3002503,Moyo,Obongi,1,NA,0,2,7,NA
1532,1000794,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
1340,3002661,Moyo,Obongi,1,NA,0,2,2,NA
1694,1000728,Moyo,Moyo,0,Palorinya_settlement,1,1,6,Running a grinding mill
2532,3000489,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
4020,3001279,Moyo,Itula,0,Palorinya_settlement,1,1,7,NA
1538,1000628,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
1697,3002774,Moyo,Obongi,1,NA,0,2,7,NA
1565,3000840,Moyo,Obongi,0,Palorinya_settlement,1,1,7,NA
1525,1002559,Moyo,Obongi,1,NA,0,2,7,NA
3752,1002053,Moyo,Obongi,1,NA,0,2,7,NA
3315,1000280,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
3803,1001841,Moyo,Obongi,1,NA,0,1,7,NA
2914,3000482,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
4034,3002501,Moyo,Obongi,1,NA,0,2,2,NA
4049,3000484,Moyo,Obongi,0,Palorinya_settlement,1,1,7,NA
4031,3001218,Moyo,Obongi,0,Palorinya_settlement,1,1,7,NA
3320,3001707,Moyo,Obongi,1,NA,0,1,7,NA
4018,3001056,Moyo,Itula,0,Palorinya_settlement,1,2,5,NA
4001,1001186,Moyo,Obongi,0,Palorinya_settlement,1,2,6,Food by UNHCR
1528,3000308,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
3973,3000491,Moyo,Obongi,0,Palorinya_settlement,1,1,7,NA
2881,3000280,Moyo,NA,0,Palorinya_settlement,1,2,7,NA
3816,3000836,Moyo,Obongi,0,Palorinya_settlement,1,1,5,NA
3974,3001301,Moyo,Obongi,0,Palorinya_settlement,1,1,7,NA
2602,1001804,Moyo,Obongi,1,NA,0,1,7,NA
3324,1001167,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
4009,3002187,Moyo,Obongi,1,NA,0,2,5,NA
4004,3002440,Moyo,Obongi,1,NA,0,1,7,NA
1339,3002659,Moyo,Obongi,1,NA,0,2,2,NA
1688,1001170,Moyo,NA,0,Palorinya_settlement,1,1,6,Food aid
1974,3001704,Moyo,Obongi,1,NA,0,2,7,NA
1692,1000740,Moyo,Moyo,0,Palorinya_settlement,1,2,6,Kitchen gardening
1546,3002508,Moyo,Obongi,1,NA,0,2,7,NA
2567,3002580,Moyo,Obongi,1,NA,0,2,7,NA
4028,3002773,Moyo,Obongi,1,NA,0,2,5,NA
2916,3000490,Moyo,Obongi,0,Palorinya_settlement,1,1,7,NA
3968,1000604,Moyo,Moyo,0,Palorinya_settlement,1,2,6,Kitchen gardening
29,3000592,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
3928,3001723,Moyo,Obongi,1,NA,0,2,7,NA
3766,1000278,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
2854,3002776,Moyo,Obongi,1,NA,0,2,7,NA
1369,3002574,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
3819,3000834,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
2530,3000486,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
2554,3002442,Moyo,Obongi,1,NA,0,1,4,NA
2575,3002288,Moyo,Obongi,1,NA,0,2,7,NA
3330,1000125,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
2528,3000478,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
3799,1000248,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
2923,3000593,Moyo,Obongi,0,Palorinya_settlement,1,1,7,NA
1357,3002657,Moyo,Obongi,1,NA,0,1,5,NA
1552,3000291,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
1955,1000641,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
2566,3002598,Moyo,Obongi,1,NA,0,2,7,NA
4025,3001298,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
3767,1000277,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
1952,1000742,Moyo,Obongi,0,Palorinya_settlement,1,1,7,NA
3357,1001218,Moyo,Obongi,0,Palorinya_settlement,1,2,6,Casual labor on farm
3312,1001430,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
3997,1001504,Moyo,Obongi,1,NA,0,1,7,NA
4019,3001286,Moyo,Itula,0,Palorinya_settlement,1,1,7,NA
3960,3002778,Moyo,Obongi,1,NA,0,2,7,NA
3954,1000732,Moyo,Obongi,0,Palorinya_settlement,1,2,5,NA
13,1000603,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
1361,1000216,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
1958,1000612,Moyo,Obongi,0,Palorinya_settlement,1,1,7,NA
3342,1001185,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
3323,1001177,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
3976,3000487,Moyo,Obongi,0,Palorinya_settlement,1,2,2,NA
1696,3000875,Moyo,Moyo,0,Palorinya_settlement,1,1,7,NA
1338,3002656,Moyo,Obongi,1,NA,0,1,2,NA
4029,1002575,Moyo,Obongi,1,NA,0,2,5,NA
3959,3002775,Moyo,Obongi,1,NA,0,1,7,NA
3965,1001940,Moyo,Moyo,1,NA,0,2,7,NA
2862,1001187,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
1355,1001072,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
1341,1000215,Moyo,Obongi,0,Palorinya_settlement,1,2,2,NA
1379,1000737,Moyo,Obongi,0,Palorinya_settlement,1,1,7,NA
2573,3002829,Moyo,Obongi,1,NA,0,2,7,NA
3962,3002450,Moyo,Obongi,1,NA,0,1,7,NA
2921,3000501,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
1557,1000802,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
4005,3002188,Moyo,Obongi,1,NA,0,2,5,NA
1344,3002630,Moyo,Obongi,1,NA,0,2,7,NA
1347,3002629,Moyo,Obongi,1,NA,0,2,7,NA
2578,1002550,Moyo,Obongi,1,NA,0,2,7,NA
2595,1000994,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
2577,1002223,Moyo,Obongi,1,NA,0,1,7,NA
3999,1002063,Moyo,Obongi,1,NA,0,2,7,NA
3745,3001303,Moyo,Obongi,0,Palorinya_settlement,1,1,5,NA
4056,3001213,Moyo,Obongi,0,Palorinya_settlement,1,1,2,NA
27,3000594,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
2603,1002061,Moyo,Obongi,1,NA,0,1,7,NA
1957,1000815,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
2517,3001211,Moyo,Obongi,0,Palorinya_settlement,1,1,7,NA
3931,1000262,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
19,3000857,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
3941,3000509,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
4017,3001061,Moyo,Obongi,0,Palorinya_settlement,1,1,7,NA
3820,3000835,Moyo,Obongi,0,Palorinya_settlement,1,2,7,NA
3319,3001700,Moyo,Obongi,1,NA,0,2,7,NA
4036,3002850,Moyo,Obongi,1,NA,0,2,2,NA
3356,3000293,Moyo,Obongi,0,Palorinya_settlement,1,1,2,NA
1995,3002771,Moyo,Obongi,1,NA,0,2,7,NA
3322,3001611,Moyo,Obongi,1,NA,0,1,7,NA
3773,1001847,Moyo,Obongi,1,NA,0,1,7,NA
3776,3001267,Moyo,Obongi,0,Palorinya_settlement,1,1,7,NA
1547,3002506,Moyo,Obongi,1,NA,0,2,7,NA
1988,3002843,Moyo,Obongi,1,NA,0,2,4,NA
3989,3002849,Moyo,Obongi,1,NA,0,2,7,NA
