uhhidfs,uhhidp,s1,s2,s3,s4,s5,s6,s7,s8
755,1002520,1,1,1,1,3,999,2,1
756,3002428,998,999,2,3,3,999,2,3
757,3002422,3,3,3,3,3,999,2,3
758,2000196,1,1,2,2,2,999,1,1
759,3002343,3,3,2,2,2,999,2,3
760,3002857,1,1,2,2,2,999,2,2
761,3002648,2,2,2,2,2,999,1,1
762,3002619,1,1,2,2,1,999,2,1
763,3002647,1,1,1,1,1,999,1,2
764,3002620,1,1,2,2,2,999,2,2
765,3002618,1,1,1,2,1,999,2,1
766,2000338,2,2,2,3,3,999,2,2
767,1000464,1,2,1,2,3,0,1,1
768,1000465,1,2,2,2,3,0,1,1
769,1000662,1,1,2,2,3,0,1,1
770,1000663,1,2,2,2,3,0,1,1
771,1000664,1,2,2,1,3,0,1,1
772,1000796,1,2,2,2,3,0,2,2
773,1000810,2,2,2,2,3,0,1,1
774,1000811,1,2,2,2,3,0,2,2
775,1000669,1,2,2,2,3,0,1,1
776,1000668,1,2,2,2,3,0,1,1
777,3002567,2,2,2,2,1,999,2,2
778,3002616,2,1,1,2,2,999,3,2
779,3002615,2,1,1,1,1,999,2,1
780,3002614,1,1,1,1,1,999,2,2
781,3002568,2,2,2,2,1,999,2,1
782,3002617,2,2,1,1,1,999,2,2
783,3002222,2,2,2,2,3,Na,2,1
784,3002221,1,1,1,2,2,None,1,1
785,3002223,2,2,2,2,2,None,2,1
786,3002224,2,2,2,3,3,None,2,2
787,3002227,1,1,1,1,1,None,3,1
788,2000412,3,2,2,2,1,999,2,2
789,3002474,3,2,3,3,1,999,2,1
790,3002476,2,2,2,2,1,999,2,1
791,3002471,3,3,2,3,1,999,2,2
792,3002469,2,2,2,2,1,999,2,2
793,3002211,2,3,3,3,2,999,2,2
794,3002209,3,2,2,3,3,999,2,2
795,3002207,3,2,2,3,2,999,2,2
796,3002206,3,2,3,3,2,999,3,1
797,3002212,3,3,2,2,2,999,2,2
798,1000804,1,1,1,1,3,0,2,2
799,1000463,3,3,3,3,3,0,2,2
800,1000537,1,2,2,2,2,0,2,2
801,1000959,2,2,2,2,2,0,2,2
802,1000902,2,2,2,2,2,0,2,1
803,1000979,1,1,1,1,1,0,1,1
804,1000978,1,2,2,2,2,0,2,2
805,2000577,1,1,3,2,1,999,3,1
806,2000328,1,1,1,1,3,999,1,1
807,2000349,1,1,1,1,3,999,1,1
808,2000330,1,1,2,1,4,999,2,1
809,2000329,1,1,3,1,4,Doesn't see them,1,1
810,2000215,1,1,3,1,1,999,4,1
811,2000146,1,2,3,3,3,They coperate,2,3
812,2000148,2,2,3,3,3,Because they cooperate,2,3
813,2000661,2,2,3,3,3,They cooperate,2,3
814,2000660,2,2,3,3,3,They cooperate,2,3
815,2000149,1,2,3,3,3,None,2,3
816,2000150,2,2,3,3,3,Associtative,2,3
817,2000658,2,2,3,3,3,They have no any problem with neighbors,3,3
818,3002217,2,3,3,3,4,Language barrier problem,3,3
819,3002218,4,3,3,3,3,999,3,3
820,3002214,2,3,1,3,3,999,3,2
821,3002215,3,3,3,4,3,999,3,2
822,3002216,2,3,1,2,4,Language barrier.,3,1
823,3000100,1,2,2,1,2,None,1,1
824,3002146,1,1,1,1,2,None,3,4
825,3000099,1,1,1,1,2,None,1,1
826,3000098,1,1,1,1,2,None,1,1
827,3000097,1,1,1,1,5,Always busy Farming.,1,1
828,3002147,1,1,2,1,1,None,4,1
829,3002182,2,2,2,2,2,999,2,2
830,3002172,2,2,3,3,3,999,3,2
831,3002154,3,2,3,2,2,999,2,2
832,3002173,2,2,2,2,2,999,2,2
833,3002170,2,2,2,3,2,999,2,2
834,3002171,2,2,2,2,2,999,2,2
835,3002175,2,2,3,3,2,999,2,2
836,2000069,1,2,2,1,2,999,2,1
837,2000129,2,2,2,2,2,999,2,1
838,2000070,1,2,3,2,3,999,3,1
839,2000128,2,2,2,2,2,999,2,1
840,2000488,1,2,2,2,2,999,2,1
841,2000474,1,2,2,1,2,999,2,1
842,3002151,2,3,3,4,3,999,3,2
843,3002149,2,3,3,3,2,999,3,2
844,3002153,2,2,3,3,3,999,3,2
845,1000379,1,1,2,3,2,0,2,1
846,1000378,1,2,2,3,2,0,2,1
847,3002150,2,3,3,4,3,999,3,2
848,3002760,1,2,2,2,2,999,2,1
849,1000377,1,2,2,2,2,0,2,2
850,3002824,1,2,2,2,2,999,1,1
851,3002759,1,2,2,2,2,999,1,1
852,3002815,2,2,2,2,2,999,2,1
853,3002148,2,3,3,3,2,999,3,3
854,3002816,2,2,2,2,2,999,2,2
855,3002738,2,2,2,2,2,999,2,2
856,3002768,2,2,3,3,3,999,3,2
857,3002764,999,2,3,3,5,Language,3,2
858,3002766,2,3,2,3,3,999,3,1
859,3002713,1,1,1,1,5,"Fears them,language problem",3,1
860,3002708,2,2,1,2,5,Language problem,1,1
861,3002765,1,1,2,1,3,"999
",2,2
862,3002763,1,1,2,2,2,999,2,1
863,3002767,2,2,3,3,1,999,2,2
864,3002754,1,2,1,2,1,999,2,2
865,1001082,2,2,3,3,3,not app,2,2
866,1001081,2,2,3,3,3,not applicable,2,1
867,1001249,2,2,2,3,3,not applicable,3,2
868,3002756,1,2,1,2,1,999,2,2
869,1001080,2,2,3,3,2,not applicable,2,2
870,1002655,1,1,2,2,2,not applicable,2,1
871,1002654,1,1,2,2,1,not applicable,1,1
872,3002758,1,2,1,2,3,0,2,1
873,3002751,1,2,1,2,2,999,2,1
874,3002752,1,2,1,2,3,999,2,2
875,3002750,1,1,1,1,1,999,1,1
876,3002762,2,2,2,2,2,99,2,1
877,3002761,2,2,1,2,2,999,2,2
878,3002867,2,3,2,3,3,999,2,2
879,3002747,3,3,3,3,3,999,2,3
880,3002742,2,2,2,3,2,999,3,3
881,3002740,3,2,3,3,3,999,2,3
882,3002739,3,3,2,3,3,999,3,2
883,3002744,3,2,3,3,3,999,2,2
884,3002707,2,3,3,3,3,999,3,3
885,3002745,2,2,3,3,3,999,2,3
886,3002746,2,3,2,3,3,999,2,2
887,3002828,2,3,3,3,3,999,2,3
888,1000859,1,1,1,1,1,None,2,1
889,1002990,3,2,1,2,3,No,3,1
890,1002989,3,3,1,3,4,The distance is so far from here to the camp for the service,3,1
891,3002734,2,2,2,2,2,999,3,1
892,1000849,998,3,2,2,2,none,3,1
893,3002733,1,1,1,2,2,999,2,1
894,1000851,3,1,1,3,1,None,1,1
895,3002737,1,1,2,2,2,999,2,1
896,1000833,1,1,1,1,1,None,2,1
897,3002735,1,1,3,2,2,999,3,1
898,1000850,1,2,1,4,1,none,3,2
899,3002729,1,1,2,2,2,999,3,1
900,3002730,1,2,3,3,3,999,3,2
901,3002732,1,1,3,2,3,999,3,1
902,3002728,1,2,2,3,3,999,3,1
903,3002736,2,2,3,3,3,999,3,1
904,3002731,1,2,2,3,3,999,3,1
905,3001237,1,2,3,3,3,999,3,1
906,3001741,1,2,3,2,3,999,3,1
907,1001555,2,2,2,3,3,Only when going there to purchase food,2,1
908,1001709,3,3,3,3,999,None,3,2
909,1001729,2,2,2,3,2,None,3,2
910,3002205,3,2,3,3,5,She has no businessmen to discuss with,3,1
911,3002198,3,998,3,4,5,She has no business,4,1
912,3002204,3,2,3,3,5,No any access to business men,2,1
913,3002203,2,2,2,3,5,Not having any business to discuss about,2,1
914,2000203,1,1,1,1,1,999,2,1
915,2000202,2,2,2,2,2,999,2,2
916,2000204,1,1,1,1,1,999,2,2
917,2000257,3,3,3,4,3,999,3,3
918,2000201,1,2,2,1,3,999,2,1
919,2000258,2,3,2,3,2,999,2,2
920,2000259,3,2,2,3,2,999,2,2
921,2000205,3,3,3,4,3,999,3,3
922,1002521,2,2,3,3,2,999,2,1
923,1002579,3,3,3,3,3,999,2,1
924,4000924,4,4,4,4,3,999,3,4
925,4000925,4,4,4,3,3,999,3,3
926,4000926,3,3,2,2,2,999,3,2
927,4000927,3,3,3,2,2,999,3,3
928,4000928,2,2,3,2,2,999,3,2
929,4000929,3,3,3,3,3,999,3,3
930,4000930,3,3,3,3,3,999,3,2
931,4000931,2,2,2,2,3,999,2,2
932,1002143,3,3,3,3,3,999,2,3
933,1002139,1,1,1,2,4,I do not actually have any business to do. What I only do is barter trade with my fellow refugees,2,2
934,1002140,1,3,3,3,3,None,2,2
935,1002141,1,2,3,3,2,999,2,2
936,1002142,1,2,3,4,3,None,3,3
937,1002451,3,3,3,3,3,None,2,2
938,1002448,2,2,2,2,2,999,2,2
939,4000939,1,2,2,2,2,None,2,2
940,4000940,1,1,2,2,2,None,2,2
941,4000941,1,2,2,2,2,None,2,2
942,4000942,1,2,2,2,2,None,1,2
943,4000943,1,1,2,3,2,None,2,2
944,4000944,1,2,2,2,2,None,2,2
945,4000945,2,2,2,2,2,None,3,2
946,4000946,2,2,2,2,2,None,3,2
947,4000947,2,1,2,2,2,None,2,1
948,4000948,3,2,3,2,2,None,3,2
949,4000949,1,2,2,2,2,None,2,2
950,4000950,2,2,2,2,2,None,2,2
951,4000951,2,2,2,2,2,None,2,2
952,4000952,1,2,2,2,2,None,3,2
953,4000953,2,2,2,2,2,None,2,2
954,4000954,2,2,2,2,2,None,3,2
955,4000955,2,2,2,2,2,None,3,2
956,4000956,2,2,2,2,2,None,3,2
957,4000957,2,2,2,2,3,None,2,2
958,4000958,2,2,2,3,3,None,3,2
959,4000959,2,2,2,2,2,None,3,2
960,4000960,2,3,2,1,2,None,2,2
961,4000961,1,2,2,2,2,None,3,2
962,4000962,2,2,2,2,2,None,1,2
963,4000963,1,1,2,2,2,None,2,2
964,4000964,2,2,2,2,1,None,3,2
965,4000965,2,2,2,3,3,None,3,2
966,1000418,1,2,1,2,2,"NA",2,1
967,1000645,1,2,2,2,2,"NA",2,1
968,1000420,2,2,2,2,1,"NA",1,1
969,1000630,3,2,2,2,2,"NA",3,1
970,1000629,1,2,2,2,2,"NA",2,2
971,1000807,2,1,2,2,1,"NA",3,1
972,1000808,1,2,2,2,2,"NA",2,1
973,1000533,2,1,2,2,2,"NA",1,1
974,1002376,1,2,1,2,2,0,1,1
975,1000534,1,2,2,3,3,"NA",1,1
976,1000535,2,2,2,2,1,"NA",2,1
977,1000809,1,2,1,2,2,"NA",1,1
978,1002171,2,2,2,3,1,"NA",2,2
979,1002169,1,2,2,2,2,"NA",2,1
980,1002170,2,2,2,2,2,"NA",2,2
981,1002172,1,2,2,3,1,"NA",2,2
982,1002449,2,2,2,2,3,"NA",2,2
983,1002450,1,2,2,3,3,"NA",2,2
984,1002378,1,2,2,2,3,0,1,1
985,1002375,1,2,1,2,3,0,1,1
986,1000301,1,2,1,2,2,999,2,1
987,1000302,2,2,2,2,2,999,1,1
988,1000312,2,2,1,2,2,999,1,1
989,1000146,2,2,2,3,4,Most of her neighborhood quarrel alot,4,2
990,1002379,1,2,1,2,2,0,1,1
991,1000059,3,1,1,1,1,None,1,1
992,1000060,3,1,1,1,1,None,1,1
993,1000554,2,2,2,3,3,999,3,3
994,1000553,3,2,2,2,3,999,2,3
995,1000546,3,2,2,2,2,999,2,2
996,1000467,3,2,1,2,1,999,2,2
997,1000468,3,2,2,2,2,999,2,2
998,1001978,3,2,2,2,2,999,2,1
999,1001981,3,2,2,2,2,999,2,1
1000,1000679,3,2,2,2,2,999,2,1
1001,1000677,1,1,1,1,2,999,1,1
1002,1001428,2,2,2,2,2,999,2,2
1003,1001429,1,1,1,1,2,999,2,1
1004,1000778,3,1,1,1,1,999,1,1
1005,1000780,3,1,2,2,2,999,2,1
1006,1000776,3,2,2,2,1,999,1,1
1007,1000775,3,2,2,2,1,999,2,2
1008,1000818,3,2,2,2,2,999,2,2
1009,1000821,3,2,2,2,2,0,2,1
1010,1000822,3,1,1,1,1,999,1,1
1011,1001396,1,1,1,1,1,N/A,1,1
1012,1000857,2,3,2,2,2,N/A,1,2
1013,1000855,1,2,2,2,2,none,1,2
1014,1000840,1,1,2,1,1,none,1,1
1015,1000842,1,2,2,2,2,none,1,1
1016,1000856,2,2,2,2,2,none,1,1
1017,1001645,1,1,2,2,2,none,1,1
1018,1001647,1,2,2,2,2,none,1,1
1019,1000491,1,2,2,2,2,none,1,1
1020,1000492,1,2,1,2,2,none,1,1
1021,1001401,1,2,2,2,2,none,1,1
1022,1000503,1,2,2,2,2,none,2,1
1023,1000505,2,2,2,2,2,none,1,1
1024,1000560,1,2,2,2,2,none,1,1
1025,1001162,1,2,2,2,2,none,1,1
1026,1001461,1,1,1,1,2,none,1,1
1027,1001163,1,2,1,1,1,none,1,1
1028,1001161,1,1,1,2,2,none,1,1
1029,1000746,1,2,2,2,2,none,1,1
1030,1000705,1,2,1,2,1,none,1,1
1031,1000502,1,1,1,2,2,none,1,1
1032,1000835,1,1,1,2,1,999,1,1
1033,1001448,1,2,1,2,1,999,1,1
1034,1001458,1,2,2,1,1,none,1,1
1035,1001459,1,2,1,1,1,none,1,1
1036,1000846,1,1,2,1,1,none,2,1
1037,1000485,1,1,2,1,2,none,1,1
1038,1000484,1,1,2,1,1,none,1,1
1039,1000483,1,2,2,2,2,none,1,1
1040,1001095,2,2,2,1,1,999,2,1
1041,1001980,1,1,1,1,1,999,1,1
1042,1001402,2,1,1,1,3,language barrier,2,2
1043,1001488,2,2,2,2,2,999,2,1
1044,1000048,1,1,2,3,2,999,2,2
1045,1001447,1,2,2,2,2,999,2,1
1046,1001451,1,1,2,2,3,999,2,2
1047,1001452,2,2,3,3,2,999,2,2
1048,1001537,2,2,2,2,3,999,2,2
1049,1001538,2,2,2,2,2,999,3,2
1050,1001540,2,3,2,3,3,999,2,3
1051,1001427,3,3,3,3,3,999,2,3
1052,1000769,2,2,3,2,3,None,2,2
1053,1000331,2,2,2,2,2,999,2,2
1054,1000773,2,3,3,2,3,999,2,3
1055,1000771,2,2,2,2,3,999,2,3
1056,1000774,2,2,3,3,3,999,2,3
1057,1000329,2,2,2,3,2,999,2,2
1058,1000229,3,2,2,4,2,999,2,3
1059,1000260,2,3,2,2,2,999,2,2
1060,1000259,2,2,2,2,3,999,3,2
1061,1000180,2,2,2,2,2,999,2,2
1062,1001526,1,2,3,3,3,999,2,2
1063,1001376,2,3,2,2,2,999,2,1
1064,1000064,1,2,2,3,4,no enough money to keep buying  items from venders,2,1
1065,1000066,1,2,2,2,2,999,2,1
1066,1001446,2,2,3,3,3,999,3,2
1067,1001544,1,2,2,2,3,999,2,1
1068,1000559,1,2,2,3,3,999,2,1
1069,1000558,1,2,2,2,3,999,2,1
1070,1001101,1,2,2,2,3,999,2,1
1071,1001102,1,2,2,3,3,999,2,1
1072,1002592,2,2,2,2,2,999,2,2
1073,1002593,3,2,2,3,2,999,2,2
1074,1002596,2,2,2,3,2,999,2,2
1075,1002595,3,2,2,2,2,999,2,2
1076,1002594,1,2,2,3,2,999,2,2
1077,1001436,4,4,5,3,2,999,3,3
1078,1001608,3,3,2,3,998,999,2,1
1079,1001248,3,3,2,3,2,999,2,1
1080,1001144,2,2,2,3,3,999,3,2
1081,1000056,2,2,2,2,1,0,1,1
1082,1000114,2,2,2,3,2,0,2,2
1083,1000568,1,1,1,2,3,0,2,1
1084,1000696,2,2,2,2,3,999,2,2
1085,1000569,1,2,2,3,1,0,2,1
1086,1000120,2,2,1,2,2,0,2,2
1087,1000122,3,2,3,3,1,0,3,1
1088,1000102,2,2,1,2,2,0,2,1
1089,1001411,4,2,2,3,2,0,3,3
1090,1001410,2,2,2,2,2,0,2,3
1091,1000596,2,2,2,1,3,0,2,2
1092,1000597,2,2,2,2,3,0,2,1
1093,1000643,2,2,3,2,3,0,2,2
1094,1000642,2,2,2,2,2,0,3,3
1095,1000644,2,2,3,3,3,0,3,2
1096,1000747,2,2,3,2,2,0,2,2
1097,1002665,3,2,2,3,2,999,2,1
1098,1002666,3,2,2,3,2,999,2,1
1099,1002638,3,2,2,3,2,999,2,1
1100,1002636,3,2,2,1,2,999,3,1
1101,1002581,3,2,2,1,2,999,2,1
1102,1001499,3,2,2,1,2,999,2,1
1103,1001374,3,2,2,1,1,999,2,1
1104,1001758,3,2,1,2,2,999,2,1
1105,1000093,3,2,2,3,2,0,3,2
1106,1000094,1,1,1,1,1,0,1,1
1107,1000096,2,2,2,2,2,0,3,2
1108,1000095,2,2,2,3,3,0,2,2
1109,1000113,3,3,3,3,3,0,3,2
1110,1000123,3,3,2,3,3,0,2,2
1111,1000112,2,2,2,2,2,0,3,2
1112,1000111,2,2,2,3,3,0,4,3
1113,1001966,3,3,3,3,3,0,2,3
1114,1002123,3,3,3,4,3,0,3,3
1115,1002124,3,3,4,4,3,0,4,4
1116,1002126,1,1,1,1,1,0,2,1
1117,1001441,2,2,2,3,3,0,3,2
1118,1000328,3,3,1,3,3,0,2,3
1119,1000707,2,2,2,2,2,0,2,2
1120,1001145,1,1,2,1,3,He has abussy schedule.,3,1
1121,1001148,2,2,2,3,4,He is taken up with his work most of the time.,3,2
1122,1001146,1,1,1,2,2,O,1,1
1123,1001147,2,1,2,4,1,O,1,1
1124,1001403,1,1,1,1,3,O,1,1
1125,1001405,1,2,2,3,2,0,2,1
1126,1000516,1,1,1,2,2,O,2,2
1127,1000515,2,1,1,1,1,0,1,1
1128,1000514,1,1,1,2,2,0,2,3
1129,1001549,1,1,1,3,1,0,1,1
1130,1000098,2,2,2,1,2,0,2,1
1131,1000097,1,2,1,1,1,00,1,1
1132,1000784,3,2,2,1,2,0,2,1
1133,1000785,1,2,1,3,2,0,2,2
1134,1000854,2,2,2,2,1,0,1,1
1135,1000853,1,1,2,1,1,0,1,1
1136,1000417,3,2,2,2,5,She doesnt know where they are,2,1
1137,1001160,1,1,1,2,3,999,1,1
1138,1000055,4,3,4,4,4,Because they stole her goats,3,3
1139,1000476,1,1,1,1,1,999,1,1
1140,1000478,1,1,1,1,2,999,1,1
1141,1001091,2,2,1,3,3,999,3,1
1142,1000563,2,1,1,2,3,none,3,2
1143,1000549,2,2,1,3,2,999,2,2
1144,1001532,2,2,1,3,3,0,1,2
1145,1001535,2,1,1,1,1,999,1,2
1146,1000473,2,1,1,1,1,0,1,2
1147,1001277,2,2,2,3,2,999,3,1
1148,1001279,2,2,2,2,2,999,2,2
1149,1000499,2,2,2,2,2,999,4,2
1150,1001550,2,2,2,3,4,999,4,3
1151,1000496,2,2,2,3,2,999,4,2
1152,1001536,2,2,2,3,3,999,3,2
1153,1000487,2,2,2,3,2,999,2,3
1154,1000486,2,2,2,3,2,999,3,2
1155,1000479,2,2,2,3,2,999,3,3
1156,1000481,2,2,2,3,2,999,3,3
1157,1000106,2,2,2,3,3,999,3,3
1158,1000105,2,2,2,3,2,999,2,2
1159,1002059,1,2,2,1,2,999,2,1
1160,1002058,1,1,1,1,1,No,1,1
1161,1001893,1,2,1,1,1,999,1,1
1162,1002347,1,2,1,2,2,999,1,1
1163,1002412,2,2,3,3,3,No,2,1
1164,1002630,2,2,3,3,3,999,2,2
1165,1002620,2,2,3,3,3,999,2,2
1166,1000763,2,2,3,3,3,999,3,3
1167,1000755,2,3,3,3,3,999,2,3
1168,1000754,3,3,3,3,3,999,2,3
1169,1000764,3,3,3,3,3,999,2,3
1170,1000799,3,3,3,3,4,"No neighborhoods nearby, distance problem",2,3
1171,1000718,3,2,3,3,3,999,2,3
1172,1001969,2,3,2,2,3,999,2,1
1173,1001525,2,3,3,3,3,999,3,2
1174,3002423,3,2,3,3,3,999,2,3
1175,3001201,3,3,3,3,3,999,2,3
1176,3001205,3,2,2,2,3,999,2,2
1177,4001177,2,2,1,2,2,999,3,1
1178,4001178,2,2,2,2,2,999,4,2
1179,4001179,1,2,2,2,2,999,2,2
1180,4001180,2,2,2,1,2,999,2,2
1181,4001181,1,2,1,2,1,999,3,2
1182,4001182,2,2,2,2,2,999,3,3
1183,4001183,2,2,2,1,2,999,3,2
1184,4001184,1,2,2,1,2,999,3,1
1185,4001185,1,2,1,2,2,None,1,1
1186,4001186,1,1,2,2,1,None,1,1
1187,4001187,1,1,2,2,2,None,1,1
1188,4001188,2,1,1,1,1,None,1,2
1189,4001189,1,2,2,3,3,None,1,1
1190,4001190,1,2,1,1,1,None,1,1
1191,4001191,1,1,2,1,1,None,1,1
1192,2000255,999,998,3,4,3,999,4,3
1193,3001099,998,999,2,2,999,999,2,3
1194,3001203,998,3,999,3,3,999,2,3
1195,1001394,1,2,2,2,3,999,2,1
1196,1001393,1,2,2,2,2,999,1,1
1197,1000767,1,2,2,2,3,999,2,1
1198,1001637,1,2,2,2,3,999,2,1
1199,1001635,1,2,2,2,3,999,2,1
1200,1001639,1,2,2,2,3,999,1,1
1201,1001638,1,1,2,2,3,999,2,1
1202,1000564,1,1,2,2,2,none,2,2
1203,1000565,2,1,2,3,2,999,3,2
1204,1001531,2,2,1,2,1,999,2,2
1205,1001533,2,2,1,1,1,999,2,2
1206,1000471,1,2,2,1,1,0,1,1
1207,1001449,1,1,1,3,3,0,1,2
1208,2000175,1,3,2,2,2,999,1,2
1209,2000252,3,3,2,1,1,999,2,3
1210,2000254,3,3,2,2,1,999,1,2
1211,2000200,1,2,1,1,1,999,1,1
1212,2000394,3,3,2,2,1,999,1,3
1213,2000199,3,1,1,2,1,999,2,2
1214,2000223,2,4,3,1,1,999,1,2
1215,3002342,2,2,1,1,2,999,2,2
1216,3002340,2,1,2,1,1,999,2,1
1217,3001200,2,2,2,1,1,999,2,1
1218,3001202,2,2,2,2,1,999,2,2
1219,2000001,2,2,2,1,1,999,2,1
1220,3001100,2,2,1,2,1,999,3,2
1221,3001101,2,2,1,2,1,999,2,2
1222,3000804,2,2,2,2,2,999,2,1
1223,3000813,1,2,2,2,2,999,2,1
1224,1001010,1,2,2,2,2,999,1,1
1225,1001052,1,1,1,1,1,999,1,1
1226,1001038,1,2,2,2,2,999,2,1
1227,1001053,1,2,2,2,2,999,2,1
1228,1000929,1,2,2,2,2,999,1,1
1229,2000582,2,2,3,3,3,None,2,3
1230,2000581,2,2,3,3,3,None,2,3
1231,2000578,2,2,3,3,3,None,2,3
1232,2000580,2,2,3,3,3,None,2,3
1233,2000579,2,2,3,3,3,None,2,3
1234,2000575,2,2,3,3,3,None,2,3
1235,2000576,3,2,3,3,3,They associate well,2,3
1236,2000151,2,2,3,3,3,None,2,3
1237,2000665,2,2,3,3,3,None,2,3
1238,2000664,3,2,3,3,3,None,2,3
1239,2000666,2,2,3,3,3,None,2,3
1240,2000154,2,2,3,3,3,None,2,3
1241,2000663,2,2,3,3,3,None,2,3
1242,2000662,2,2,3,3,3,None,2,3
1243,2000152,2,2,3,3,3,None,2,3
1244,2000270,3,2,1,2,1,999,2,1
1245,2000260,2,2,2,2,1,999,2,1
1246,2000263,3,3,2,3,3,999,3,1
1247,2000262,2,2,2,4,1,999,2,1
1248,2000261,3,1,1,1,1,999,2,1
1249,3002336,2,2,1,1,2,999,2,1
1250,3002335,2,2,2,2,2,999,2,2
1251,3002334,1,2,2,2,2,999,1,2
1252,2000186,1,1,2,2,2,999,2,2
1253,2000183,2,1,1,3,2,None,2,2
1254,2000184,2,1,1,2,1,None,1,1
1255,2000230,1,1,2,2,1,None,2,1
1256,2000232,1,3,2,2,2,None,2,1
1257,2000229,1,3,2,1,1,None,2,1
1258,2000187,1,2,2,1,2,None,1,2
1259,2000185,2,1,1,3,1,None,2,1
1260,2000198,2,3,3,3,3,999,3,2
1261,2000398,2,1,2,2,2,999,2,2
1262,2000179,3,3,2,3,3,999,3,3
1263,2000226,2,2,3,4,3,999,3,3
1264,2000178,2,2,2,3,3,999,3,2
1265,2000221,2,2,2,3,2,999,2,3
1266,2000181,2,2,2,3,3,999,2,2
1267,2000495,1,1,1,1,1,999,1,1
1268,2000298,1,1,1,1,1,999,1,1
1269,2000496,1,3,1,1,1,999,1,1
1270,2000299,1,1,1,1,4,Take long to meet with them,1,1
1271,2000297,1,1,1,1,1,999,1,1
1272,2000374,1,1,1,1,3,999,1,1
1273,2000296,1,1,1,4,1,999,1,1
1274,1001109,1,1,2,2,2,999,1,1
1275,1000451,2,2,2,3,2,999,3,2
1276,1001110,2,2,2,2,4,Not operating any business,2,2
1277,1000450,2,2,2,2,5,"They are far
",2,2
1278,1000449,1,1,1,2,2,999,2,2
1279,1000905,1,2,2,2,2,999,2,2
1280,1001305,2,2,2,2,4,They are always in trading center,3,3
1281,1000906,1,2,2,2,2,999,2,2
1282,1001306,1,1,2,2,5,They are far,2,2
1283,1001307,1,2,2,2,3,Rarely go to the trading center,2,2
1284,1000904,2,2,2,2,2,999,2,2
1285,1002481,1,2,2,2,2,999,2,2
1286,1002479,2,2,2,2,2,999,2,2
1287,1002188,2,2,2,2,2,999,2,2
1288,1002189,2,2,2,2,998,We don't have any business,2,2
1289,1002186,2,2,2,2,2,999,2,1
1290,1002185,1,1,2,2,2,999,2,2
1291,1000982,1,2,2,3,2,0,2,1
1292,1000894,1,2,2,2,2,0,2,1
1293,1000980,1,2,2,2,2,0,2,1
1294,1000892,2,2,2,3,2,0,2,1
1295,1000891,1,2,2,2,2,0,2,1
1296,1002148,1,2,2,3,2,0,2,1
1297,1002145,1,2,2,3,2,0,2,1
1298,1002426,1,2,2,3,2,0,2,1
1299,1002425,1,2,2,2,2,0,2,2
1300,1002429,1,2,2,3,2,0,2,1
1301,1002428,1,2,2,3,2,0,2,1
1302,4001302,3,3,3,3,2,999,2,2
1303,4001303,3,3,3,3,3,999,2,2
1304,4001304,2,2,2,2,2,999,2,2
1305,4001305,2,3,3,3,3,999,2,2
1306,4001306,3,3,3,3,3,999,3,2
1307,4001307,3,3,2,2,2,999,2,2
1308,1000977,1,1,1,2,1,0,1,2
1309,1002447,2,2,3,3,3,0,2,2
1310,1002445,2,2,3,3,3,0,2,3
1311,1002444,2,2,3,3,2,0,2,3
1312,1002443,2,2,3,2,2,0,2,1
1313,1002446,1,2,2,2,2,0,2,3
1314,2000396,1,3,4,4,1,999,2,1
1315,2000253,1,2,1,2,1,999,1,2
1316,2000397,1,3,2,1,2,999,2,1
1317,2000019,1,2,2,1,1,None,2,1
1318,2000003,2,1,3,1,1,999,2,1
1319,2000174,2,2,2,2,3,999,2,2
1320,2000395,3,3,3,4,3,999,3,3
1321,2000227,2,2,3,3,3,999,3,2
1322,2000521,1,1,1,1,3,999,2,1
1323,2000034,3,2,2,2,2,999,2,1
1324,2000018,1,1,1,2,2,999,1,1
1325,2000102,1,1,1,2,2,999,1,2
1326,1000294,2,2,2,3,2,999,2,1
1327,1000542,3,2,2,3,2,999,2,1
1328,1000317,3,2,2,3,2,999,3,1
1329,1000716,2,2,2,3,2,999,2,1
1330,1000489,1,2,2,2,2,999,2,1
1331,1000150,1,1,1,1,1,999,1,1
1332,1000354,1,2,2,2,2,999,2,1
1333,2000002,2,1,1,1,1,999,2,2
1334,2000004,2,2,1,1,2,999,1,2
1335,3002651,1,1,1,1,2,not applicable,2,2
1336,3002652,1,2,2,1,2,na,1,1
1337,3000282,1,2,2,3,2,Not applicable,2,2
1338,3002656,2,2,2,1,1,Not applicable,2,1
1339,3002659,1,1,1,2,2,Not applicable,2,1
1340,3002661,1,2,2,2,2,Not applicable,2,1
1341,1000215,1,1,3,3,4,"I don't have business to conduct most of the time, so I don't meet traders often",1,2
1342,3002628,1,2,2,3,3,999,3,3
1343,3002654,1,2,3,2,2,999,3,1
1344,3002630,1,2,3,2,1,999,3,1
1345,1002530,1,2,2,2,2,999,3,1
1346,1002529,1,1,2,3,2,999,2,2
1347,3002629,1,2,3,2,3,999,3,1
1348,3000279,1,2,2,2,2,999,3,3
1349,3000270,1,2,2,2,2,999,2,2
1350,3000255,1,2,1,2,2,999,3,2
1351,3000254,1,2,3,3,3,999,3,3
1352,3000253,1,2,1,3,3,999,3,3
1353,3000252,1,2,2,2,2,999,2,1
1354,1001078,1,2,2,1,1,999,2,1
1355,1001072,1,2,2,3,2,999,3,2
