uhhidfs,uhhidp,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_13,d1_14,d1_8,d1_9,d1_10,d1_11,d1_12,d2,d2other,d3,d3other,d4,d4other,d5,d6
2555,3002571,1.5,3.5,2,28,4,1,0.3,8,15,8,28,0.4,0.4,6,1,NA,4,NA,4,NA,10,7
3791,1000626,1,3,1,4,3,0.5,1,1,999,999,999,1,0.5,7,1,NA,4,NA,4,NA,5,7
3344,3001307,0.7,1.5,0.7,23,3,0.5,1,14,14,14,23,1,1,14,1,NA,2,NA,2,NA,60,7
4021,3001282,2,8,0.5,39,4,2,1,4,999,39,999,2,0.5,1,5,NA,4,NA,2,NA,10,7
4024,3001294,0.5,1,1,42,1,1,0.5,8,999,9,999,1,1,1,5,NA,2,NA,2,NA,8,7
3981,3001291,0.55,1,0.5,30,0.6,0.2,0.5,0.5,999,999,999,0.5,0.1,1,1,NA,2,NA,2,NA,10,7
3988,3002495,0.01,1.5,1.5,20,3,1e-4,0.01,10,10,20,20,1.5,0.001,10,1,NA,4,NA,9,NA,30,2
4030,1002574,1,2,1,999,1,1.5,0.5,1,999,999,999,0.5,0.5,1.5,5,NA,4,NA,4,NA,45,4
1354,1001078,0.5,1.3,1,30,1.2,0.5,1,1,1,8,30,1,0.5,8,2,NA,2,NA,2,NA,30,4
4006,3002189,0.7,1.2,0.6,30,0.7,0.5,0.5,0.7,999,999,999,0.7,0.2,0.7,1,NA,4,NA,4,NA,12,7
4032,3000294,0.5,4,0.5,28,0.5,0.4,0.2,0.5,999,999,999,0.5,0.1,1,1,NA,4,NA,4,NA,9,6
4051,3000510,0.5,1.5,0.5,27,1.5,0.5,0.5,0.5,999,999,999,0.5,0.5,0.5,1,NA,4,NA,9,NA,13,7
1529,1001197,1.7,2,0.5,2,3.5,0.5,0.5,0.5,999,999,999,0.5,2,1,5,NA,4,NA,2,NA,5,7
3933,1000206,1,2,1,30,1,0.5,1,1,1,10,10,0.5,0.5,10,2,NA,4,NA,2,NA,20,7
2547,1000741,0.5,0.5,0.5,15,0.5,0.03,0.03,1.5,6,1.5,22,1.5,0.03,6,1,NA,2,NA,2,NA,10,7
4044,1001843,1,4,1,48,7,0.1,2,2,45,6,999,2,2,6,1,NA,2,NA,4,NA,15,6
4043,1001826,2,4,2,50,7,0.2,1,4,49,8,999,4,4,6,1,NA,2,NA,2,NA,7,6
3789,1002554,2,2,2,22,2,1.5,2.5,2.5,999,2.5,999,2.5,2.5,0.5,1,NA,2,NA,9,NA,10,7
2556,3002570,1,2,1,28,4,1,0.4,16,16,9,28,0.4,0.4,6,1,NA,4,NA,4,NA,20,7
3998,1001505,0.5,1,1,28,1,1,0.5,15,999,7,28,0.5,0.5,7,1,NA,4,NA,2,NA,30,7
3983,1000636,0.5,0.8,0.5,30,2,0.5,0.5,0.5,999,999,0.5,0.5,0.02,999,1,NA,2,NA,2,NA,15,7
3747,1002247,2,8,0.5,35,0.5,2,2,2,2,2,35,2,2,0.5,1,NA,2,NA,9,NA,60,7
2597,1001914,1,3,1,6,1,0.2,0.1,0.1,999,999,999,0.1,0.1,2.5,1,NA,4,NA,4,NA,5,7
1960,1000287,0.5,4,1.5,45,2.5,2.5,0.3,0.3,0.5,7,7,0.3,0.3,8,2,NA,4,NA,4,NA,5,2
4054,3001620,1,1,1,50,7,0.5,0.5,8,49,6,999,1,0.5,7,1,NA,2,NA,2,NA,15,6
1689,1001157,2,5,2,30,8,1,0.3,20,20,7,999,2,2,6,2,NA,4,NA,4,NA,15,6
3765,1002569,1.5,3,0.25,1.5,3,1,2.5,2.5,999,999,999,2.5,0.25,0.5,5,NA,4,NA,9,NA,15,7
2543,3001283,0.5,3,0.5,15,2,0.5,1,10,17,15,15,1,1,7,5,NA,2,NA,2,NA,30,6
4046,3000515,0.2,0.5,0.5,999,1,0.02,0.3,0.5,999,999,999,0.5,0.1,0.5,1,NA,4,NA,4,NA,15,6
3946,3001269,2,2,2,30,2,0.5,1,1,1,6,6,1,0.5,6,1,NA,4,NA,10,NA,30,7
3815,3000837,0.5,0.5,0.5,999,2.5,0.2,0.5,1,999,999,999,1,1,0.25,5,NA,4,NA,2,NA,10,4
3750,1002055,3,10,2,35,2,2,2.5,20,20,2,35,2,2,2,1,NA,13,Not yet ready,9,NA,120,7
2550,3000845,3,1,2,22,2.5,0.5,0.5,3.5,4,7,6,4,4,6,1,NA,2,NA,2,NA,20,2
2559,3002443,2,3.1,0.5,28,4,1.5,0.5,3,15,8,28,0.5,0.5,8,1,NA,4,NA,4,NA,50,8
1989,1002508,1,2.5,1,999,1.5,0.5,0.5,3,999,4,999,0.5,0.5,1,5,NA,4,NA,4,NA,15,4
3307,3002838,0.7,1,0.3,1,1,1,1.2,1.5,1.5,1,22,0.5,0.5,1,1,NA,4,NA,4,NA,25,7
1373,3002786,2,5,0.25,0.25,7,2,6,6,999,5,5,0.25,0.25,5,5,NA,4,NA,4,NA,15,6
1362,1000255,0.1,2,2,39,2,0.1,0.5,4,999,39,999,4,0.1,1.5,5,NA,2,NA,4,NA,5,2
3314,1000279,0.3,3.5,0.4,30,0.5,1,0.6,0.6,0.6,3.5,30,0.6,0.6,8,5,NA,4,NA,2,NA,30,7
3328,3002576,3.5,6,3,5,5,0.25,3,3,999,999,999,3,3,3,5,NA,4,NA,4,NA,20,7
3764,1002568,1.5,3,0.22,1.5,3,1,2.5,2.5,999,999,999,2.5,0.22,0.5,5,NA,9,NA,9,NA,15,6
4027,1000254,1,4,3,42,3,0.5,1,3.5,999,42,999,3.5,1,1,5,NA,2,NA,2,NA,10,4
34,1000730,0.5,0.8,0.5,27,0.5,0.2,0.5,0.5,999,999,999,0.5,0.2,0.5,1,NA,4,NA,4,NA,10,6
2879,3000276,1,0.3,0.4,5,2,0.2,0.4,0.4,999,999,999,0.4,0.4,6,1,NA,4,NA,4,NA,5,7
1962,3001613,0.5,0.6,0.5,37,7,1,0.3,0.4,0.4,0.5,37,0.3,0.2,24,2,NA,4,NA,4,NA,20,2
2591,1000266,1,3,1,35,1,0.3,1,1,1,13,13,1,1,13,1,NA,4,NA,4,NA,40,7
3332,1000124,0.25,2,0.5,0.5,0.5,0.25,0.25,0.25,999,999,999,0.25,0.25,0.25,5,NA,4,NA,4,NA,30,6
3818,3000832,1,2,1,999,3.5,1,2,4,999,999,999,1.5,1.5,1,5,NA,2,NA,4,NA,15,7
2876,3002126,0.2,0.4,0.3,10,4,0.2,0.5,0.1,999,5,999,0.5,0.1,4,3,NA,4,NA,4,NA,2,7
1527,3000310,1.2,1.7,0.4,2,3.5,0.3,0.2,0.2,999,999,999,0.3,2,0.4,5,NA,4,NA,2,NA,10,6
3942,1002069,3,4,4,24,4,0.6,4,4,4,8,8,4,0.5,8,1,NA,4,NA,9,NA,35,1
1559,1000813,3,4,1,3,3,0.25,0.25,0.25,999,999,999,1,0.5,3,5,NA,4,NA,4,NA,15,6
2860,1001850,1,4,1,38,3,0.5,0.5,5,38,4,999,2,0.5,4,1,NA,2,NA,2,NA,13,2
36,1000724,0.5,1,0.6,27,1,0.5,0.6,0.6,999,999,999,0.5,0.5,1.5,1,NA,4,NA,4,NA,15,3
2880,3000275,0.4,0.2,0.4,4,1.5,0.1,0.4,0.4,999,999,999,0.4,0.4,8,1,NA,4,NA,4,NA,5,7
3804,1002065,1,10,1,8,13,0.5,3,8,999,13,999,8,3,13,5,NA,4,NA,4,NA,15,7
2522,1002566,0.25,1,1,1,3,0.25,1,1,999,999,999,1,0.25,0.25,5,NA,4,NA,4,NA,15,7
3788,1002555,2.5,2.5,2.5,20,2.5,2,2.5,2.5,999,3,999,2.5,2.5,0.5,1,NA,2,NA,9,NA,10,7
3800,1000129,0.3,5,0.4,0.4,0.5,0.4,0.6,0.6,999,999,999,0.5,0.5,9,5,NA,4,NA,4,NA,5,4
2586,1002571,0.5,0.8,0.4,0.6,1,0.5,0.3,1,1,0.5,22,1,0.4,22,1,NA,4,NA,4,NA,30,7
3993,1001731,0.5,1,0.5,18,0.5,0.03,0.5,18,18,999,18,0.5,0.5,4,1,NA,4,NA,9,NA,0.02,6
2590,3002837,0.5,0.7,0.4,22,1,0.4,0.7,0.7,0.8,22,22,0.8,0.3,22,1,NA,4,NA,4,NA,40,7
3761,1002535,5,10,0.25,1,15,5,5,5,999,999,999,0.25,0.25,0.25,5,NA,4,NA,10,NA,20,7
3751,1002054,2,3,2,35,2,2.5,2,14,20,3,35,2,2,2,1,NA,2,NA,9,NA,180,2
2919,3000500,0.25,5,0.1,2,2,0.25,0.25,0.25,999,999,999,0.1,0.2,0.2,5,NA,4,NA,4,NA,15,6
2537,3000296,1,2,1.5,18,7,0.25,0.25,15,18,18,18,0.25,0.25,6,1,NA,4,NA,4,NA,0.25,7
1691,3002454,1,5,1,29,6,1,0.5,6,4,7,999,1,1,5,2,NA,4,NA,4,NA,22,2
3797,1000640,2,2,0.3,8,4,0.05,2,3,999,3,3,2,1,2,5,NA,4,NA,4,NA,10,7
3808,1002572,1,2,1.5,999,1.5,2,0.5,1,999,999,999,0.8,0.7,1.5,5,NA,4,NA,4,NA,15,3
15,1002553,1,1,1,56,8,1,1,8,49,8,999,1,1,8,1,NA,4,NA,9,NA,18,7
2539,3002791,0.5,6,0.5,18,6,0.5,0.25,15,18,9,18,0.25,0.025,6,7,NA,4,NA,4,NA,8,3
3809,3002772,2,3,1.5,999,2.5,1.5,1,1,999,999,999,1.5,1.5,2,1,NA,4,NA,4,NA,40,7
4038,1000606,4,7,1.5,45,5,0.5,0.5,8,46,8,999,0.5,4,8,2,NA,4,NA,2,NA,10,3
2558,3002444,2,3,0.5,28,5,1.5,0.5,16,15,9,28,0.5,0.5,1.5,1,NA,4,NA,4,NA,60,7
3769,1002068,5,6,6,5.2,7,2,6,6,999,999,999,6,6,5.2,5,NA,2,NA,2,NA,60,6
3742,3001057,0.3,1,0.3,29,1,0.3,1e-4,4,999,4,29,4,0.3,4,10,NA,2,NA,2,NA,40,7
1964,3001688,0.5,0.7,0.4,25,1,1.5,0.5,0.4,0.4,8,8,0.4,0.4,25,1,NA,4,NA,4,NA,25,3
1530,1001199,0.5,1.5,0.3,1,3,0.2,0.1,0.1,999,999,999,0.2,2,0.5,5,NA,4,NA,2,NA,6,7
3795,3001396,0.5,2.5,2,4,3,0.02,1.5,5,999,999,999,0.5,0.5,8,1,NA,2,NA,2,NA,4,1
3774,3001268,0.25,2,0.25,2,2,0.25,2,2,999,999,999,2,0.25,0.25,5,NA,8,NA,4,NA,30,7
1542,1000623,0.4,0.3,1.5,1.5,5,1.5,0.3,2.5,999,999,999,3,2.5,1.5,1,NA,4,NA,2,NA,15,7
3802,1000281,0.05,8,0.6,5,1,0.1,0.5,0.5,999,999,999,0.4,0.5,6,1,NA,4,NA,4,NA,2,4
3778,3001724,1,4,5,22,5,2,1,1,999,5,999,1,1,1,1,NA,4,NA,13,NA,10,7
1535,1000863,2,3,1.5,3,3,2,3,3,999,999,999,3,3,2,5,NA,2,NA,4,NA,5,7
2307,1001574,2,6,1,12,6,2,2,2,999,6,999,1,3,6,1,NA,7,NA,7,NA,0.5,7
1298,1002426,0.5,0.5,1,18,0.4,0.5,0.5,0.5,18,18,10,0.5,20,10,1,NA,2,NA,10,NA,12,2
981,1002172,0.5,0.5,1,20,1,1,1,6,20,15,15,1,1,15,1,NA,2,NA,4,NA,15,2
980,1002170,0.5,0.5,0.5,15,6,1,1,5,15,15,15,1,6,1,1,NA,2,NA,4,NA,30,7
800,1000537,0.05,1,1,999,1.5,0.1,999,999,999,999,999,999,999,999,2,NA,2,NA,2,NA,30,4
1567,1002193,2,5,2,15,5,1,2,2,2,15,15,2,2,0.2,1,NA,2,NA,4,NA,6,4
1737,1002473,0.5,9,6,25,6,1,1,6,25,15,25,6,6,15,1,NA,4,NA,2,NA,30,6
2811,1002158,1,3,2,0.5,0.5,0.5,0.5,2,999,999,999,0.5,0.5,1,1,NA,4,NA,2,NA,40,6
938,1002448,3,3,3,30,3,0.5,0.5,3,30,30,30,3,3,2,1,NA,2,NA,12,NA,5,4
2376,1001748,0.5,3,3,20,3,0.5,0.5,3,20,20,20,3,3,1,1,NA,4,NA,3,NA,10,4
2869,1002915,1,1,0.5,999,999,0.15,0.2,999,999,999,999,0.2,0.2,2.5,2,NA,2,NA,13,None,40,4
2231,1001591,1,3,3,4,2,0.5,0.5,0.5,30,30,30,3,2,6,1,NA,4,NA,4,NA,30,6
3548,1001563,7,15,5,5,5,5,5,5,15,999,999,999,999,999,1,NA,9,NA,9,NA,90,6
978,1002171,1,1,2,0.5,6,1,1,6,15,15,15,1,6,6,1,NA,4,NA,2,NA,5,7
304,1000439,0.5,0.25,0.25,0.25,1,0.25,0.5,0.5,0.5,10,10,1,0.5,10,1,NA,4,NA,2,NA,20,6
1286,1002479,1,1.5,1,1,1,1,0.3,0.3,999,999,999,0.5,0.5,999,2,NA,2,NA,2,NA,15,6
2908,1002913,0.01,0.5,0.5,25,3,0.5,0.5,0.5,25,25,25,0.5,0.5,25,1,NA,2,NA,4,NA,20,6
2375,1001747,1,3,1,20,4,1,1,1,20,20,20,1,1,1,7,NA,4,NA,2,NA,10,4
776,1000668,1,999,1,2,0.25,0.25,0.25,0.5,999,999,999,1,0.5,999,1,NA,2,NA,2,NA,20,2
775,1000669,1,999,2,2,1,0.125,0.125,0.125,999,999,999,1,0.125,999,1,NA,2,NA,2,NA,20,4
160,1000458,2.5,4,4,30,3,0.5,0.5,4,30,4,4,4,4,0.5,1,NA,2,NA,3,NA,6,1
3163,1001326,3,6,6,8,6,10,5,5,8,8,8,6,6,6,5,NA,4,NA,12,NA,60,6
167,1001679,0.75,3,0.75,1,1,0.5,0.25,2,2,3,3,2,2,3,1,NA,2,NA,4,NA,30,2
1297,1002145,0.5,1,5,18,5,0.5,0.5,0.5,18,10,20,0.5,20,10,1,NA,2,NA,2,NA,10,2
341,1000453,1,2,0.5,16,3,0.5,0.5,2,999,999,999,1,0.5,999,3,NA,2,NA,2,NA,25,7
48,1000310,1,1.5,0.5,3,3,1,0.5,0.5,20,20,999,0.5,0.5,20,1,NA,2,NA,2,NA,5,4
1929,1002434,0.5,1,0.5,40,4,0.5,0.5,0.5,6,999,999,999,40,40,2,NA,2,NA,2,NA,4,3
18,1001812,1,9.5,1,999,11,11,2,9,999,999,999,2,0.5,1,5,NA,7,NA,7,NA,30,6
2870,1002436,0.35,0.45,0.25,999,999,0.2,0.3,999,999,999,999,0.3,0.05,4,2,NA,2,NA,13,00,25,4
352,1001778,0.5,1,2,18,4,0.5,0.5,0.5,15,4,4,4,2,4,1,NA,2,NA,4,NA,10,4
2885,1002929,2,2,3,5,3,0.5,2,2,30,30,30,2,2,2,1,NA,4,NA,12,NA,15,3
975,1000534,0.5,1,2,25,6,1,1,2,25,15,15,6,6,15,10,NA,4,NA,2,NA,20,7
179,1001750,2,5,2,15,10,1,4,10,15,6,6,6,10,10,1,NA,2,NA,4,NA,1,7
774,1000811,1,2,1,15,1,0.0625,1,15,15,15,15,1,0.5,15,1,NA,2,NA,2,NA,20,2
164,1000469,0.5,4,4,30,6,0.5,0.8,4,30,6,30,3,3,1,2,NA,2,NA,2,NA,6,1
1278,1000449,0.5,0.5,1,1.5,1.5,1,0.5,2,999,999,999,0.5,0.2,999,2,NA,2,NA,9,NA,10,6
3428,1001322,1,2,2.5,7,2,1,1,1,7,7,7,1,1,1,1,NA,4,NA,4,NA,30,7
1568,1002190,1,5,5,30,3,200,0.2,2,2,30,30,3,3,0.5,1,NA,2,NA,4,NA,40,7
345,1000372,1,2,2,12,6,1,1,2,15,6,15,1,6,15,1,NA,4,NA,2,NA,20,7
3462,1001694,2,3,3,3,4,1.5,1,1,15,15,4,4,4,15,1,NA,4,NA,12,NA,15,7
177,1001753,0.5,0.5,1,10,5,0.5,0.5,0.5,15,6,5,5,5,6,1,NA,2,NA,4,NA,15,7
3542,1001371,1,0.5,2,0.5,2,1,1,2,999,999,999,0.5,1,3,2,NA,4,NA,4,NA,5,7
1741,1002455,1,1,0.25,999,0.2,0.5,0.15,999,999,999,999,0.15,0.2,999,10,No latrine. Use the neighbor's.,4,NA,9,None,25,4
3498,1001789,2,5,5,18,5,2,2,5,18,5,18,2,2,5,1,NA,4,NA,12,NA,45,7
1295,1000891,0.5,5,5,30,5,0.5,0.5,0.5,30,30,5,0.5,30,5,1,NA,1,NA,12,NA,0.5,7
1291,1000982,2,0.5,5,30,7,0.5,0.5,0.5,7,9999,9999,10,5,5,1,NA,2,NA,5,NA,0.5,4
3496,1001700,0.5,0.5,0.5,18,0.5,1,1,0.5,18,0.5,18,1,1,0.5,1,NA,4,NA,2,NA,45,7
356,1000585,0.5,0.5,0.5,18,1,0.5,0.5,0.5,18,18,18,0.5,18,1,1,NA,4,NA,13,Tap,5,4
1293,1000980,0.5,1,5,28,5,0.5,0.5,0.5,30,30,30,0.5,30,5,1,NA,1,NA,1,NA,0.5,2
339,1000443,0.5,1,1,16,1,0.5,0.5,5,999,999,999,0.5,0.5,999,2,NA,2,NA,9,NA,25,7
332,1000373,0.5,0.5,999,1,3,1,1,3,999,999,999,0.5,0.2,999,2,NA,4,NA,2,NA,10,6
331,1000587,1,1,999,0.5,1,1,0.5,2,999,999,999,0.5,0.5,2,2,NA,4,NA,4,NA,0.2,6
328,1001728,0.01,2,1,999,0.1,0.8,0.1,0.1,999,999,999,0.1,0.1,999,2,NA,2,NA,2,NA,20,7
3550,1001339,1.5,3,4,6,3,1.5,2,2,6,6,6,2,2,6,5,NA,4,NA,4,NA,45,6
3972,1001824,3,10,4,35,11,3,5,999,999,999,999,4,4,999,8,NA,7,NA,7,NA,30,7
280,1000452,0.5,6,0.5,20,0.5,0.5,0.5,3,20,20,20,0.5,0.5,0.5,1,NA,4,NA,3,NA,6,7
3162,1001316,2,2,2,2,1,0.125,0.125,0.125,7,7,7,0.125,0.0625,2,5,NA,2,NA,2,NA,15,7
2420,1001687,2,4,3,4,4,1,3,4,15,4,15,4,4,4,5,NA,4,NA,9,NA,35,1
772,1000796,0.125,2,1,15,7,0.125,1,15,15,15,15,2,0.03125,15,1,NA,2,NA,2,NA,15,2
3259,1001317,2,2,2.5,999,1.5,0.5,2.5,999,999,999,999,999,0.01,1,2,NA,2,NA,13,00,40,4
801,1000959,1,1.2,0.5,999,4,0.1,0.2,999,999,999,999,2,0.1,999,2,NA,2,NA,2,NA,3,7
3223,1001303,1,1,1,30,1,0.3,0.3,0.3,30,30,30,0.3,0.3,0.3,1,NA,4,NA,12,NA,30,7
1942,1001113,0.2,2,2,999,2,0.1,2,999,999,999,999,999,2,999,2,NA,2,NA,13,The tap got spoilt,35,2
187,1000319,0.5,1.5,2,999,2,1,3,999,999,999,999,2,0.1,999,2,NA,4,NA,6,Nothing more,30,4
974,1002376,1.5,1.5,0.5,40,1,0.5,1,1,20,10,10,1,2,10,1,NA,2,NA,4,NA,10,7
185,1000992,0.5,2,1.5,999,2,0.1,0.5,2,999,999,999,1,0.5,999,2,NA,3,NA,13,None,30,7
180,1001751,1,6,1,15,10,0.5,4,6,15,15,15,10,10,10,1,NA,4,NA,2,NA,20,7
1928,1002153,0.5,1,999,35,999,0.5,0.5,0.5,999,999,999,0.5,35,999,1,NA,2,NA,4,NA,0.5,2
2795,1002364,10,10,3,3,3,1,1,1,10,3,3,1,0.5,3,5,NA,2,NA,4,NA,40,7
3495,1001567,1,1,1,16,1,1,1,0.5,1,15,18,1,1,1,1,NA,2,NA,6,NA,5,7
59,1000374,0.5,0.5,1,6,6,0.01,1,3,20,6,15,3,3,6,1,NA,13,Public tap,4,NA,20,7
357,1000230,1,1.5,0.5,30,4,0.5,0.5,0.5,30,30,4,0.5,30,4,1,NA,4,NA,2,Tap,25,2
3543,1001571,2,8,8,3,3,2,1,3,3,999,999,2,2,999,1,NA,4,NA,9,NA,60,7
977,1000809,0.05,1,2,25,6,1,1,5,25,15,15,6,6,15,1,NA,2,NA,4,NA,15,7
39,1000981,0.5,1,5,30,5,0.5,0.5,0.5,30,30,30,0.5,30,5,1,NA,1,NA,1,NA,0.5,2
334,1000438,0.7,0.8,1,16,1,0.5,0.5,16,999,999,16,0.5,0.5,999,1,NA,2,NA,2,NA,10,6
2808,1002476,1,3,1,0.5,2,0.5,0.5,1,1,999,999,1,0.05,1,2,NA,2,NA,4,NA,10,6
1740,1002456,0.5,0.5,0.4,999,2,0.4,0.1,999,999,999,999,0.1,0.1,2.5,5,NA,2,NA,13,None,20,2
2809,1002156,0.5,3,0.5,0.5,1,0.5,0.5,0.5,999,999,999,0.5,0.1,1,1,NA,2,NA,4,NA,5,5
1299,1002425,0.5,0.5,0.5,18,1,0.5,0.5,0.5,18,20,20,0.5,18,10,1,NA,2,NA,4,NA,15,2
2884,1002928,1.5,1,2,15,2,0.5,2,2,30,15,15,2,2,1,1,NA,4,NA,12,NA,15,6
1277,1000450,1.2,1.5,4,12,2,1,1,3,999,999,999,0.5,0.5,999,2,NA,2,NA,2,NA,30,6
2373,1001572,0.15,3,3,999,3,0.15,2,999,999,999,999,999,999,3,2,NA,4,NA,9,NA,15,4
310,1000366,0.25,1,0.25,15,0.5,0.5,1,1,1,15,15,1,1,15,1,NA,2,NA,6,NA,10,4
934,1002140,2,2,2,30,2,0.5,0.5,2,30,30,30,2,2,0.5,2,NA,2,NA,4,NA,6,1
340,1000339,2,2,0.05,15,3,0.5,0.5,3,999,999,999,0.5,0.5,999,2,NA,2,NA,2,NA,15,6
1289,1002186,2,3,1,2,2,1,0.5,1,999,999,999,1,0.5,999,2,NA,2,NA,2,NA,25,6
3501,1001299,1,5,10,15,7,1,1,7,15,7,15,5,5,7,1,NA,4,NA,2,NA,40,7
1569,1002195,1,1.5,1.5,30,4,0.5,1,1,4,30,30,1,1,0.01,9,NA,2,NA,4,NA,8,4
799,1000463,0.1,1.5,1.5,999,1.5,0.1,0.1,999,999,999,999,999,999,999,2,NA,2,NA,13,No other source,30,4
1282,1001306,1.5,1.5,1.5,1.5,1.5,0.5,1.8,1.8,999,999,999,1.5,1.5,999,2,NA,2,NA,2,NA,10,6
969,1000630,1,1,0.5,1,0.5,1,0.5,6,15,6,15,1,1,15,1,NA,2,NA,4,NA,15,5
2416,1000976,0.5,6,3,6,6,1,1,6,25,15,25,6,6,15,1,NA,2,NA,4,NA,20,7
1743,1002457,1,1,0.5,999,999,0.5,0.5,999,999,999,999,999,999,3,7,Have no toilet at all. Use the neighbor's.,2,NA,13,No other source,35,2
1932,1000447,0.5,3,0.5,999,1,0.5,0.5,0.5,999,999,999,1,999,9,1,NA,2,NA,4,NA,0.5,2
1742,1002453,1,1,0.2,999,0.2,0.3,0.3,999,999,999,999,0.5,0.2,2,2,NA,2,NA,2,NA,20,2
2341,1002482,0.5,0.5,1,1.5,3,0.5,0.8,3,3,999,999,0.5,0.5,999,3,NA,2,NA,2,NA,5,6
3463,1001693,2,3,3,3,4,1.5,1,1,15,15,15,4,4,15,2,NA,4,NA,12,NA,40,2
985,1002375,1,1,1,33,1,0.5,1,1,33,12,12,1,2,12,1,NA,2,NA,4,NA,20,7
1738,1002175,0.5,9,9,25,6,1,1,6,26,15,25,6,6,15,1,NA,4,NA,2,NA,30,7
350,1001676,1,999,0.5,5,5,0.5,0.5,0.5,0.5,999,0.5,999,1,5,5,NA,13,Tap water,4,NA,30,2
2374,1001598,0.5,3,3,20,3,1,2,2,20,20,20,2,2,1,1,NA,4,NA,2,NA,10,2
2304,1001686,1,5,3,15,5,1,0.5,0.5,1,999,999,1,300,5,2,NA,4,NA,4,NA,30,7
737,1000675,1,10,10,20,8,0.5,1,1,20,20,20,3,3,0.5,1,NA,2,NA,4,NA,6,2
976,1000535,0.5,1,3,25,6,1,1,6,25,15,15,6,6,6,1,NA,4,NA,2,NA,20,7
984,1002378,1,1,1,33,1,0.5,1,1,33,12,12,1,2,12,1,NA,2,NA,4,NA,20,2
2417,1000975,0.5,6,3,6,6,1,1,1,25,15,25,6,6,15,1,NA,2,NA,4,NA,10,7
2872,1002917,2,1,450,999,999,0.15,0.6,999,999,999,999,0.5,0.2,3,2,NA,2,NA,13,None,5,2
1736,1002471,1,9,9,25,6,1,1,9,25,15,25,6,6,15,1,NA,4,NA,8,NA,10,7
1288,1002189,1,2,2,1,1,1,1,1,999,999,999,1,0.1,999,8,NA,2,NA,2,NA,15,6
3427,1001695,2,3,2,20,2,0.6,2,2,20,20,20,2,2,2,1,NA,4,NA,4,NA,15,4
1290,1002185,2,2,1,0.5,1,1,1,1,999,999,999,0.5,0.2,999,2,NA,2,NA,2,NA,15,6
282,1000441,0.5,2,0.5,20,0.5,0.5,0.5,0.5,20,20,20,0.5,0.5,0.5,1,NA,4,NA,4,NA,6,7
3472,1001301,0.5,2,4,999,4,0.5,2,999,999,999,999,2,0.001,4,2,NA,4,NA,2,NA,60,2
3538,1001338,1.5,4,4,20,2,0.5,2,2,20,20,20,3,2,2,5,NA,4,NA,12,NA,30,6
3347,1001585,2,22,2,999,2.5,0.4,0.6,999,999,999,999,0.6,0.6,1,2,NA,2,NA,13,0,30,2
770,1000663,1,0.5,0.5,1,1,0.125,0.5,999,999,999,999,0.5,0.125,999,5,NA,2,NA,2,NA,20,2
336,1000457,1,1,1,16,3,1,0.5,3,999,999,999,0.5,0.5,999,2,NA,4,NA,2,NA,25,7
330,1000345,1,1,1.5,0.5,3,0.2,0.2,3,999,999,999,0.2,0.2,2,5,NA,2,NA,4,NA,20,6
1570,1002197,1,3,3,30,1,0.5,1,1,4,30,30,1,1,0.5,7,NA,2,NA,12,NA,5,4
1575,1002469,0.5,0.5,1,1,1,0.25,1,1,1,8,8,1,1,8,1,NA,2,NA,4,NA,10,7
3461,1001589,0.5,13,1.5,18,1.5,2,1.5,1.5,6,20,1.5,1.5,1.5,20,5,NA,4,NA,12,NA,10,6
2797,1002458,10,10,3,3,3,1,1,1,10,3,3,1,1,3,5,NA,2,NA,4,NA,120,2
3261,1001341,0.2,0.2,0.6,999,0.2,0.15,0.2,999,999,999,999,0.2,0.2,0.2,2,NA,3,NA,2,NA,30,4
1311,1002444,1,1,1,999,0.5,0.1,0.5,999,999,999,999,999,999,999,2,NA,2,NA,4,NA,35,4
338,1000442,0.5,0.5,0.5,16,7,0.5,0.5,15,999,999,999,0.5,0.5,999,2,NA,2,NA,2,NA,10,6
1930,1000593,0.5,3,1,999,5,0.5,0.5,0.5,999,999,999,3,999,999,1,NA,2,NA,4,NA,0.5,6
2340,1002384,0.5,1,0.5,1,1,1,1,3,3,999,999,1,1,3,1,NA,2,NA,2,NA,10,6
1571,1002198,2,2,2,30,2,0.5,1,1,3,30,30,2,2,0.5,1,NA,2,NA,4,NA,3,2
327,1000309,0.3,0.3,0.3,999,999,0.2,0.4,999,999,999,999,999,999,999,2,NA,2,NA,13,None,60,4
738,1001115,1,8,6,20,6,5,10,6,20,20,20,30,6,0.5,2,NA,2,NA,4,NA,5,1
802,1000902,0.1,2,0.2,999,3,0.4,0.3,999,999,999,999,999,0.5,999,2,NA,2,NA,4,NA,30,4
3971,1001813,4,14,5,35,14,14,5,9,999,999,999,5,4,5,7,NA,7,NA,7,NA,25,7
1279,1000905,0.5,999,0.5,0.5,0.5,0.8,0.3,0.3,999,999,999,0.5,0.3,999,2,NA,2,NA,2,NA,15,6
189,1000993,0.3,3,4,999,4,0.2,0.5,999,999,999,999,2,999,4,2,NA,4,NA,2,NA,10,4
1284,1000904,0.5,1,0.3,0.5,1,1,0.2,1,999,999,999,0.5,0.2,999,2,NA,2,NA,2,NA,10,6
1926,1002430,0.5,1,0.5,35,1,0.5,0.5,0.5,999,999,999,0.5,38,999,8,NA,2,NA,4,NA,8,2
