uhhidfs,uhhidp,c5_1,c5_2,c5_3,c5_4,c5_5,c5_6,c5_7,c5_8,c5_9,c5_10,c5_11,c5_12,c5_14,c5_15,c5_16,c6_1,c6_2,c6_3,c6_4,c6_5,c6_6,c6_7,c6_8,c6_9,c6_10,c6_11,c6_12,c6_13,c6_14,c6_15,c6_16,c6_17,c6_18,c7,c8,c8b
1562,3001208,2,1,0,0,0,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,3,4,2,2,2,4,0.2,0.05,2
1973,3001706,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,1,5,4,5,2,2,1
3807,3001217,2,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,3,2,3,0.5,0.5,1
3984,1000733,3,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,0,0,1,1,1,0,0,1,1,0,1,3,0,1,1,3,0.02,0.01,2
1553,1000866,2,1,0,0,0,2,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,3,0,0,0,0,0,4,0,2,2,3,3,1,1,1
1550,1002560,4,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,4,1,0.75,1
1352,3000253,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,1,2,0.225,0.2,1
3762,1002534,5,1,0,0,0,2,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,2,0,0,0,0,0,1,9,6,6,6,3,5,3,1
1536,1001074,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,3,0.225,0.1125,1
1531,1000865,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,1,3,0.225,0.1125,1
3784,1000273,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,7,1,1,1,6,0.225,0.1125,1
1522,3002626,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,1,1
3948,3001273,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,1,2,0.225,0.2,1
3310,3001601,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,2,3,1.02,1,1
2594,1001223,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.05625,0.05625,1
3781,3001616,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,2,2,0,3,0.225,0.1125,1
1551,3000287,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0.2,0.05,1
3360,3002497,2,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,5,5,1,1,2,4,2,1.7,1
3817,3000838,5,1,0,0,0,1,1,0,0,0,0,0,1,3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,5,1,5,4,7,0.225,0.015,1
4023,3001295,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,4,0.225,0.15,1
2911,3002504,3,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,0.5,0.5,1
1375,1000873,1,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,1,1,0,0,1,1,0,0,0,1,0,3,6,2,4,2,6,3,3,1
3770,1001845,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,2,1,1
3952,1001216,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0.225,0.05,1
1519,3002658,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1.5,1.5,1
2589,3002836,5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,4,1,4,4,6,2.55,2.5,1
1980,3001705,3,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3,4,6,3,1
23,3002493,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,2,1,1
1376,1000616,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,3,0.31,0.31,1
3768,1000245,2,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,3,2,2,0.2,0.1,1
2534,1001164,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0.014,0.014,1
2588,3002622,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,4,1,2,2,5,5,4.5,1
1367,1001220,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,2,2,2,0.5,0.5,1
1353,3000252,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,3,4,0.225,0.2,1
4039,3000284,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0.225,0.16,1
1972,3002184,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,2,4,1,1,1
1698,3002779,7,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,3,3,3,2,2
3313,1001213,3,1,0,0,0,3,1,0,0,0,0,1,2,1,0,4,0,0,0,1,1,2,0,0,3,1,0,4,11,6,6,6,8,1.5,1.5,1
3806,1001823,4,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,1,3,10,9,1
1555,3000288,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,3,0.2,0.15,1
1517,1002255,3,1,0,0,2,1,1,0,0,0,0,1,1,2,0,1,1,0,0,0,1,1,0,0,0,1,0,4,5,2,2,2,5,1.5,1,1
1695,1000639,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.225,0.1688,1
1342,3002628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,2.5,1
2596,1001806,4,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,2,3,1.5,1
3780,3001617,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,6,2,2,3,6,0.225,0.112,1
2912,3000479,2,0,0,0,1,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0.05,0.05,1
2882,1001200,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0.1,0.1,1
3786,3001618,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0,1,1,3,0.225,0.112,2
3987,3002496,7,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,5,3,1.5,1.5,1
3790,1002556,6,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,3,4,4,3.5,1
3995,1001733,3,1,0,0,0,1,1,0,0,0,0,0,3,0,0,1,1,0,0,0,1,1,0,0,0,1,0,2,4,2,2,2,3,2,1,1
1350,3000255,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,3,4,0.225,0.2,1
1556,1000801,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,1,3,2,0.9,0.9,1
3967,1001189,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0.225,0.225,1
1524,1002558,6,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,1,4,12,1.5,1.5,1
4057,3001214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2,2,0.225,0.16,1
1336,3002652,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0.11,0.005,1
3986,3002499,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,1,0,2,0,0,0,0,0,1,7,3,3,4,5,2.5,2.5,1
1374,1000995,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0,1,3,1,1,2,5,0.5,0.3,1
4022,3001296,2,1,0,0,1,1,0,0,0,0,0,0,1,2,0,1,1,0,0,0,1,1,0,0,0,0,0,2,4,2,2,2,6,0.5,0.4,1
3975,3000516,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,4,1,1,1,4,0.2,0.1,2
2857,3002569,3,1,0,2,1,2,1,0,0,0,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,1,1,3,2,3.5,3,1
1967,3001695,5,1,0,0,0,1,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,2,7,0.05,0.05,1
3345,3001304,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,3,2,2,3,6,0.0375,0.0375,2
22,3000855,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,5,1,2,1,2,0.2,0.1,1
4048,3000517,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,2,3,2,2,2,3,0.15,0.045,1
1548,3002507,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1.5,1
3944,1002489,7,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,4,3,5,7,3,6,2.1,1
2598,1001915,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,3,2,2,1
3966,1001848,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,5,4,9,5,1
3937,3000513,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,4,1,2,1,5,4,3.72,1
2922,3000504,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,1,3,0.1,0.05,1
1372,3002787,3,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,3,3,3,2,0.5,0.5,1
2529,3000485,2,1,0,0,0,2,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0,1,0,0,0,0,0,2,8,2,3,6,5,0.2,0.1,1
3340,3002446,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,1,0,0,0,0,0,1,5,2,2,3,4,2,2,1
3317,3001725,4,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,4,3.5,1
2538,3002783,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,1,1,1
2518,1000635,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,3,2,2,2,4,0.23,0.08,1
2523,1002565,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,7,1,1,2,3,2,1.5,1
3794,3001219,6,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,1,0,1,0,0,0,1,0,2,6,6,15,10,10,0.225,0.125,1
1994,3002770,2,1,0,0,1,1,0,0,0,0,0,0,1,2,0,1,1,0,0,0,1,1,0,0,0,0,0,2,4,1,3,7,4,2,1.5,1
2516,3001210,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,1,3,2,0.9,0.6,1
20,3000854,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2,5,5,4,4,8,0.2,0.1,9
3943,1001829,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,7,3,1
2515,3001207,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,2,7,0.1,0.05,1
2601,1001805,4,1,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,2,5,1,3,3,6,3,2.5,1
35,1000627,2,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,2,4,1,3,3,5,0.2,0.15,1
1371,3002782,3,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,3,1,1,2
3743,3000257,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1125,0.1125,1
3821,3000833,2,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0.225,0.15,7
30,3000505,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,2,1,1,2,5,0.2,0.1,1
1540,3001060,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,1,0,0,1,0,1,0,0,0,1,0,2,2,1,1,0,4,0.225,0.1125,1
2524,3002844,5,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,8,2,2,4,5,2,1,1
3934,1000209,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,3,1,1,1,2,0.225,0.2,1
14,3001621,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.225,0.16,1
3939,3001615,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,4,0,1,2,4,0.22,0.2,1
3316,1000126,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3,0,0,2,0,0,1,6,0,2,1,2,0.15,0.1,1
4037,3002846,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,3,2,2
3309,3002601,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,2,2,2.5,2,1
1969,3002186,3,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,2.525,2.525,1
1544,1000621,3,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,1,1,0,0,0,0,0,1,9,2,4,3,6,0.225,0.1125,1
3749,1002245,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,2,6,4,4,1
2815,3000285,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,4,0.225,0.16875,1
1358,3002655,7,2,0,0,1,0,0,0,0,0,0,1,5,4,1,1,1,0,0,0,1,1,0,0,0,1,0,5,5,3,6,6,8,5,4,1
3936,1000265,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,2,1,1,2,2,0.225,0.2,1
4042,1002491,4,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,5,4,4,4,2,10,5,1
4012,3000278,2,2,0,2,0,2,0,0,0,0,0,0,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,5,6,2,6,6,6,0.45,0.375,1
3951,1001165,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.225,0.08,1
3813,3002839,5,1,1,0,0,1,1,0,0,0,0,1,1,2,0,1,1,1,0,1,1,1,0,0,0,1,0,10,5,4,4,4,6,8,6,1
4053,3001263,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,3,4,5,0.4,0.2,2
4007,3002289,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,2,4,3.5,1
4041,1001830,7,7,0,0,2,2,0,0,0,1,1,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,8,5,5,6,5,5,15,5,1
17,1000726,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0.225,0.16,2
2859,1002493,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,30,4,1
4050,3000511,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,5,0.15,0.045,1
4015,3000312,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,1,2,2,0.225,0.15,1
2525,1002564,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,4,0.8,0.5,1
16,3000876,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0.225,0.16,1
2519,3002290,3,2,1,0,0,1,0,0,0,0,0,0,2,3,0,1,1,0,0,0,0,0,0,0,0,1,0,1,8,2,2,3,6,6,3,1
2579,1002551,2,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,3,3,4,3,2,1
3947,3001266,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5,1,1,1,3,0.225,0.2,1
3938,3000508,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,1,4,1,1,2,3,0.22,0.22,1
1564,3000839,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0.2,0.05,1
2574,1002542,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,3.8,2
3929,3001722,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,1,2,1,4,2.2,2,1
4016,3000313,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,4,1,2,2,2,0.225,0.15,1
3991,3002847,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,2,2,3,3,1
3792,1002557,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,2,4,10,8,1
1976,3001702,5,1,0,0,0,2,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,1,1,4,3,10,5,1
2858,1001941,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,3,2.5,1
3359,1001172,2,1,0,0,0,2,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,1,0,0,2,0,0,0,3,0,2,3,9,0.2,0.01,1
2604,1001807,4,1,0,0,0,1,0,0,0,0,0,0,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,1,2,2,3,2,1.5,1
2545,3001287,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,4,0.225,0.225,1
1378,1000133,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,0.5,0.4,1
2535,3000283,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,3,0.025,0.025,1
2548,1000792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,4,2,2,2,4,0.1125,0.1125,1
2562,3002577,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,5,2,2,2,3,1,0.8,1
1975,3001703,2,1,0,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,2,4,2.5,2.5,1
2551,1001435,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0.1125,0.1125,1
2552,1001214,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,6,0.1125,0.1125,2
1343,3002654,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1,2,0,11,2,1,2,2,1
1520,3002627,10,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,2,3,3,2,1
4045,3001215,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,6,0.45,0.45,1
1351,3000254,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,3,0.225,0.225,1
2540,1002253,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,1,10,2.5,2.5,2
2536,1001222,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,2,0.025,0.025,2
4040,1001158,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,5,6,6,3,5,0.45,0.3,2
2557,3002445,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,4,4,1,1,1
3945,1002067,4,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,2,0,0,1,5,2,3,3,4,4,2.5,1
3744,1001188,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,6,2,3,4,7,0.1125,0.1125,2
28,3000595,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,0.2,0.1,1
2561,3002498,7,1,0,0,0,3,1,0,0,0,0,1,2,0,0,1,1,0,0,0,1,1,0,0,0,1,0,5,4,2,2,4,6,4.5,4.5,1
1993,3000059,2,1,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,2,2,1.5,1.5,1
2572,3002834,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,1,0.9,1
2568,3002025,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2,2,1
33,3002852,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,5,2,3,4,2,2,1,1
1545,1000637,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,3,0.225,0.1125,1
3801,1000213,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,2,4,1,2,2,4,1.15,1.15,1
2526,3002500,6,1,0,0,0,1,0,0,0,0,0,0,1,2,3,0,1,0,0,0,1,1,0,0,0,1,0,1,11,3,3,4,3,3,2.5,1
4013,3000277,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2,1,1,2,2,0.225,0.15,1
3810,1002497,1,1,0,0,1,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,1,1,0,0,0,1,0,2,3,1,3,3,4,5,2,1
1337,3000282,3,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,1,0,0,1,1,0,0,3,1,1,2,6,0.26,0.01,1
2584,1002495,2,1,0,2,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,2,2,6,4,1
2877,3002185,4,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,3,4,5,3,1
1971,3001708,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,1,0.5,0.5,1
3822,1001815,3,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,0,0,0,1,1,0,0,0,1,0,0,7,1,1,1,2,6,3,1
2576,1002540,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,2,6,4,8
3940,3000507,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,2,0,0,1,2,1,1,3,5,0.15,0.1,1
