uhhidfs,uhhidp,g2_1,g2_2,g2_3,g2_4,g2_5,g2_6,g2_7,g2_8,g2_9,g2_10,g2_11,g2_12,g2_13,g2_14,g2_15,g2_16,g2_17,g2_18
2087,3002132,6,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0
2088,3002130,7,0,0,1,3,3,0,2,2,0,0,2,0,0,0,0,3,0
2089,3002131,7,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,3
2090,3000577,5,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
2091,3001727,7,0,0,1,2,0,0,7,0,0,2,7,0,0,0,0,0,0
2092,3002023,7,0,0,0,1,0,0,7,0,0,1,7,0,0,0,0,0,0
2093,3002021,7,0,0,0,2,0,0,7,0,0,2,7,0,0,0,0,0,1
2094,3002020,7,0,0,0,2,0,0,7,0,0,2,7,0,0,0,0,0,0
2095,3002016,7,0,0,0,3,0,0,7,0,0,7,7,0,0,0,0,0,3
2096,3002014,7,0,0,0,2,0,0,7,0,0,5,7,0,0,0,0,0,1
2097,3002136,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2098,3002133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,3002135,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2100,3002134,1,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0
2101,3002709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,3000239,7,2,0,3,2,0,0,5,3,2,0,7,0,0,0,2,3,3
2103,1000998,5,2,3,3,4,0,4,2,0,0,0,2,2,2,0,2,1,6
2104,1001854,5,1,0,3,2,2,0,3,2,5,0,6,0,0,0,0,0,5
2105,1000999,7,2,1,4,0,0,3,5,0,0,2,7,0,2,0,0,0,4
2106,1000997,7,3,0,5,0,0,0,0,5,0,0,3,0,6,0,3,0,5
2107,3000242,7,2,2,4,0,0,0,5,3,0,0,6,0,4,0,2,3,4
2108,3000240,6,2,0,5,0,2,0,3,3,0,0,6,0,4,0,3,4,3
2109,3000238,7,3,3,4,2,0,0,5,2,2,0,2,0,4,0,1,4,3
2110,3000244,7,2,2,5,0,0,0,5,3,0,0,4,0,4,0,2,2,3
2111,3000127,7,2,5,4,1,0,0,5,1,4,0,7,0,4,0,0,3,4
2112,3000128,7,2,3,4,1,0,0,3,0,2,4,4,0,5,0,3,3,2
2113,3000118,7,2,1,2,0,0,0,6,2,1,0,5,1,4,0,1,3,5
2114,3000117,7,3,1,4,2,0,0,3,0,2,0,7,0,3,0,0,3,4
2115,2000239,6,1,1,0,0,0,0,5,0,0,0,3,2,0,0,0,0,0
2116,2000240,7,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2117,2000025,4,2,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,0
2118,2000021,4,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2119,2000023,4,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2120,3000467,3,3,0,0,7,0,0,7,7,0,3,7,0,0,0,0,0,3
2121,2000105,7,0,0,0,0,0,0,3,7,0,0,7,1,0,0,0,0,0
2122,2000107,2,2,1,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0
2123,2000008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,2000010,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
2125,2000545,3,1,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,1
2126,4002126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,4002127,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2128,4002128,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2129,4002129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,4002130,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131,4002131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2132,4002132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2133,1000713,2,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0
2134,1003010,2,1,0,0,7,0,0,7,0,0,0,7,0,2,0,0,0,0
2135,1003008,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2136,1000701,2,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,5,0
2137,1000702,3,0,2,0,0,1,0,7,0,0,0,7,0,0,0,0,1,0
2138,1000700,2,1,4,0,2,3,0,7,0,0,0,5,0,0,0,0,5,0
2139,1000712,0,0,3,0,0,5,0,7,0,0,0,7,0,0,0,0,1,0
2140,1000687,2,1,5,0,3,2,0,5,0,0,0,0,0,0,0,0,0,0
2141,1000393,2,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0
2142,1000399,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2143,1000400,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2144,1000391,2,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2145,1000389,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2146,1000522,3,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2147,1000525,2,1,3,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0
2148,1000395,1,1,2,0,3,0,0,7,0,0,0,0,0,1,0,0,1,0
2149,1000390,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2150,1002070,1,2,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2151,1003009,2,0,0,0,7,2,0,7,0,0,0,0,0,0,0,0,1,0
2152,1002988,3,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2153,1002987,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2154,1001233,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2155,1001260,2,0,4,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0
2156,1001235,2,1,1,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0
2157,1001475,2,1,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0
2158,1001474,1,2,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2159,1001495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160,1001280,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161,1001382,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2162,1001380,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2163,1001381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,1001386,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2165,1001261,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2166,1001379,2,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2167,1000015,2,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2168,1003025,6,1,1,0,0,2,0,6,3,0,1,3,0,0,0,0,0,0
2169,1001707,3,2,1,0,0,3,0,3,2,0,1,1,0,5,0,0,0,0
2170,1001496,6,0,2,0,2,3,0,6,0,0,3,3,1,1,0,0,0,0
2171,1002998,1,2,1,1,2,2,0,1,3,0,3,3,1,1,0,0,0,0
2172,1001240,3,0,2,0,0,1,0,2,0,0,1,3,0,0,0,0,0,0
2173,1001239,3,0,0,0,0,0,0,3,5,0,2,5,2,0,0,0,0,0
2174,1001241,7,0,3,0,0,2,0,5,0,0,2,6,3,0,0,0,0,0
2175,1001238,3,3,3,2,1,2,2,2,2,2,2,1,2,1,0,2,3,2
2176,1001237,7,0,3,3,0,3,0,4,0,0,2,5,3,0,0,0,0,0
2177,1000986,3,3,2,2,1,3,2,2,3,3,2,4,4,4,4,5,5,5
2178,1002658,3,2,1,1,1,2,3,2,1,2,0,0,0,0,1,1,0,0
2179,1000657,3,3,2,0,2,1,3,5,2,1,1,5,2,0,2,1,2,2
2180,1000660,5,3,2,0,2,0,2,3,3,1,1,1,2,3,0,1,1,1
2181,1001503,3,2,1,0,0,0,0,2,2,1,0,1,0,3,1,0,1,2
2182,1001502,2,2,3,0,0,0,0,0,0,1,1,3,1,4,1,0,1,0
2183,1001442,3,1,2,0,0,0,0,3,0,0,0,1,0,4,0,0,2,0
2184,1001141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,1001139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2186,1001136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,1001137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,1000092,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2189,1000083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2190,1001625,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0
2191,1001627,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2192,1000398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2193,1000385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,1001143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2195,1001142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2196,1001473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,1000526,2,5,5,0,0,2,0,2,1,2,0,1,0,0,0,5,5,1
2198,1001991,3,5,5,2,3,5,0,2,1,2,0,1,0,2,0,1,5,5
2199,1002091,3,5,5,1,2,4,0,2,2,1,0,2,0,2,0,0,5,2
2200,1002092,3,5,5,1,3,4,0,2,2,1,0,1,0,1,0,0,5,2
2201,1002096,3,2,2,1,3,2,0,0,0,0,0,0,1,0,0,0,2,1
2202,1002080,3,5,5,1,3,2,0,1,2,2,0,1,0,2,0,2,5,6
2203,1001992,3,3,5,2,3,2,0,2,0,2,0,0,0,2,0,1,5,3
2204,1001250,2,4,6,0,0,0,1,2,3,2,0,1,0,0,0,0,5,1
2205,1001243,2,5,3,0,0,0,3,2,2,3,0,1,0,0,0,0,5,0
2206,1001252,2,5,3,0,0,0,0,2,1,2,0,1,0,0,0,0,7,0
2207,1001244,3,5,5,0,0,0,1,2,3,5,0,1,0,0,0,0,6,0
2208,1001246,2,5,5,0,0,0,0,2,2,2,0,1,0,0,0,0,5,1
2209,1001245,2,4,5,0,0,0,0,2,2,2,0,1,0,0,0,0,5,0
2210,1003031,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
2211,1003032,2,4,1,2,2,1,0,1,2,2,0,0,0,1,0,0,2,3
2212,1003029,3,2,4,1,3,2,0,2,1,2,0,1,0,2,0,1,4,3
2213,1003030,2,5,4,2,3,1,1,2,2,2,0,0,0,2,0,0,3,2
2214,1001443,2,2,1,1,3,2,0,2,1,1,0,0,0,0,0,1,5,5
2215,1000021,3,2,5,0,0,0,0,1,2,1,0,1,0,0,0,0,2,0
2216,1000026,2,1,2,0,0,0,0,1,2,1,0,0,0,0,0,0,5,0
2217,1000019,2,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,5,0
2218,1000011,2,2,2,0,0,0,0,2,2,1,0,1,0,0,0,0,5,0
2219,3000735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2220,3000738,7,0,0,1,0,0,0,3,1,0,1,7,0,0,0,0,0,2
2221,3000741,5,0,0,0,0,0,0,5,0,0,1,5,0,0,0,0,0,0
2222,3000757,4,0,0,1,0,0,0,5,5,0,0,2,0,0,0,0,0,0
2223,3000737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2224,3000752,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2
2225,3000754,7,0,1,2,0,0,0,5,7,0,1,7,0,0,0,0,0,5
2226,1001624,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2227,1002908,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
2228,1000386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,1001723,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2230,1001596,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2231,1001591,7,1,1,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0
2232,1000893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2233,1000674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,1002452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,1001746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2236,1001225,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2237,1001226,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2238,1001289,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0
2239,1001479,7,1,3,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0
2240,1001344,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0
2241,1001345,7,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0
2242,1002271,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,1002269,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244,1002270,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2245,1002272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,1002752,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,1002973,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,1002974,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2251,1002728,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,1002734,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2253,1002802,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,1002801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,1002799,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2256,1002803,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2257,1002830,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,1002727,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2259,1000051,7,2,3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2
2260,1000110,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0
2261,1000109,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2262,1000050,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,1000233,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2264,1001362,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,1001361,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
2266,1000411,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,1000235,7,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2268,1000257,7,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0
2269,1000072,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,1002305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,1000680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,1002179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,1001384,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2274,1001468,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2275,1001466,3,0,2,0,0,0,0,4,0,0,0,4,0,0,0,0,2,0
2276,1001467,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0
2277,1001271,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2278,1001416,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2279,1001415,1,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2280,1001417,2,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2281,1000119,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2282,1000429,2,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2283,1000338,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2284,1002263,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,1002303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,1002265,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,1002266,2,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2288,1002264,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2289,1001785,1,0,2,3,0,7,0,0,0,0,0,4,0,0,0,0,0,0
2290,1002267,1,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2291,1002251,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0
2292,1002250,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2293,1001419,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2294,1002180,2,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2295,3000527,5,0,2,3,2,0,0,3,0,2,0,3,0,5,0,0,2,5
2296,3000872,7,3,0,5,2,3,0,5,1,1,0,4,0,4,0,2,4,4
2297,3000871,7,3,0,5,2,1,2,5,4,0,0,6,2,5,0,4,3,3
2298,3000873,7,3,0,4,4,1,0,5,2,0,0,5,2,1,0,0,3,0
2299,3000870,7,3,0,4,2,0,2,2,5,0,0,4,0,4,0,0,4,4
2300,1002758,7,2,0,5,2,1,0,6,4,4,0,2,3,4,0,4,2,3
2301,1002781,7,3,3,5,1,2,2,6,3,1,0,6,0,4,0,0,3,5
2302,2000544,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2303,2000543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2304,1001686,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,1,1
2305,1002513,7,1,0,7,0,7,0,2,0,0,0,1,0,0,0,0,0,0
2306,1002464,7,2,4,7,0,7,0,7,7,0,0,2,0,0,0,0,0,0
2307,1001574,3,0,1,0,1,0,0,2,0,0,0,1,3,0,1,0,1,1
2308,1001714,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
2309,1002463,7,2,4,7,0,7,0,7,0,0,0,7,1,0,0,0,0,0
2310,1002462,7,1,1,7,3,7,0,7,0,0,0,7,0,0,0,0,0,0
2311,1002461,7,2,1,7,0,7,0,7,4,0,0,7,0,0,0,0,0,0
2312,1002690,7,1,1,4,0,7,0,7,7,0,0,3,0,0,0,0,0,0
2313,1002687,7,0,7,3,7,7,0,7,0,0,0,0,0,0,0,0,0,0
2314,1002681,7,0,1,7,7,7,0,7,7,0,0,4,0,0,0,0,0,0
2315,1002684,7,2,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2316,1002714,7,2,1,7,7,7,0,7,7,0,0,7,0,0,0,0,0,0
2317,1002713,7,2,1,7,7,7,0,7,7,0,0,7,0,0,0,0,0,0
2318,1002715,7,2,4,7,0,7,0,7,0,0,0,7,0,7,0,0,0,0
2319,1002716,7,2,1,7,7,7,0,7,7,0,0,7,0,0,0,0,0,0
2320,1001497,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0
2321,1003033,2,3,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2322,1002418,1,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2323,1000028,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2324,1002001,2,2,1,0,0,3,0,6,0,0,0,2,0,0,0,0,0,0
2325,1002003,1,1,2,0,1,0,1,0,0,0,0,3,1,2,0,1,0,0
2326,1002002,3,1,2,1,3,4,0,2,0,0,0,3,0,3,0,0,0,0
2327,1001968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,1000475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
2329,1001510,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2330,1000682,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,1001636,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,1002307,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,1002634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,1002635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2335,1002632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2336,1003012,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,1003013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,1002970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2339,1002380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,1002384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2341,1002482,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2342,1002483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,1002951,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2344,1002484,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2345,1000673,5,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0
2346,1001724,5,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2347,1002938,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,1001792,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2349,1001713,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2350,1002939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,1002941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,1001769,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2353,1002249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2354,1002014,7,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0
2355,1001760,5,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0
2356,1001770,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0
2357,1001759,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
2358,1002304,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,1001767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,1001493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2361,1000408,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,2000643,5,1,0,1,2,3,0,3,0,0,0,2,0,0,0,0,0,2
2363,2000644,4,1,1,2,0,0,0,2,0,0,0,3,0,0,0,0,0,2
2365,2000541,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2366,2000642,6,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4
2367,1000016,2,1,0,0,0,0,0,2,1,2,0,1,0,0,0,0,5,0
2368,1000020,2,3,5,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0
2369,1000018,3,5,2,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0
2370,1000027,2,1,3,0,1,1,0,2,0,2,0,1,0,0,0,0,3,0
2371,1000409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,1001590,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2373,1001572,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2374,1001598,4,2,2,3,3,4,2,5,1,2,2,5,3,0,0,0,3,0
2375,1001747,7,2,2,5,6,3,0,3,2,1,1,3,2,0,0,0,3,0
2376,1001748,6,2,2,2,3,3,1,4,1,1,2,3,2,0,0,0,0,0
2377,1002748,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
2378,1002749,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1
2379,1003034,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1
2380,1002415,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0
2381,1002044,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
2382,1002042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2383,1002043,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1
2384,1002115,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2385,1002088,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
2386,1002089,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2387,1002090,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
2388,1000034,3,0,2,0,3,1,0,2,2,2,0,1,1,2,0,1,0,1
2389,1000036,1,0,1,0,2,1,0,2,3,1,0,1,0,3,0,0,2,1
2390,1000033,3,3,2,0,0,0,0,2,4,2,0,5,2,0,0,0,1,0
2391,1000040,1,2,2,0,1,0,2,0,0,1,0,0,1,3,0,0,1,1
2392,1000032,3,1,2,0,1,0,0,3,1,0,0,1,1,2,0,1,1,1
2393,1000043,3,0,0,0,1,0,0,1,1,1,1,4,0,2,7,0,0,0
2394,1000182,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,1000228,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2396,1000071,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2397,1000183,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,1000208,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2399,1000184,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,1001481,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,1001477,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,1001491,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,1001455,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,1000691,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,1001389,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,1001387,2,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
2407,1001388,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2408,1002717,2,0,0,3,1,2,0,0,0,0,0,3,0,3,0,0,0,0
2409,1002719,2,0,1,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0
2410,1002720,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2411,1000544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,1002843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
